Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,11,20,31,75
Reserves,2,3,23,67,144
Borrowings,0,1,9,39,64
  └─ Long term Borrowings,0,1,0,6,1
  └─ Short term Borrowings,-0,0,9,33,64
  └─ Other Borrowings,-0,-0,-0,0,
Other Liabilities,1,3,6,8,16
  └─ Non controlling int,-0.00,-0.00,0.01,1.01,1.02
  └─ Trade Payables,0.97,1.88,1.84,1.07,2.43
  └─ Advance from Customers,-0.00,0.01,0.39,-0.00,
  └─ Other liability items,0.41,0.75,3.79,5.56,12.60
Total Liabilities,14,18,57,144,299
Fixed Assets,2,2,2,6,11
  └─ Plant Machinery,1.08,1.08,1.34,1.34,
  └─ Computers,0.02,0.04,0.04,0.04,
  └─ Furniture n fittings,1.22,1.56,1.58,1.58,
  └─ Vehicles,0.00,0.00,0.39,0.39,
  └─ Other fixed assets,0.00,0.00,-0.01,3.84,
  └─ Gross Block,2.32,2.68,3.34,7.19,
  └─ Accumulated Depreciation,0.79,0.93,1.20,1.49,
CWIP,0,4,13,19,19
Investments,0,0,0,0,0
Other Assets,13,12,42,119,269
  └─ Inventories,2,3,11,17,10
  └─ Trade receivables,3,1,3,34,38
  └─ Cash Equivalents,0,1,0,0,33
  └─ Loans n Advances,2,-0,0,15,-4
  └─ Other asset items,6,8,28,53,192
Total Assets,14,18,57,144,299
