Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,10,10,10
Reserves,38,44,51,58
Borrowings,90,154,136,110
  └─ Long term Borrowings,64,95,75,55
  └─ Short term Borrowings,25,58,61,55
  └─ Preference Capital,1,1,1,0
  └─ Other Borrowings,-1,-1,-1,
Other Liabilities,33,19,34,33
  └─ Trade Payables,21.57,7.78,18.47,19.46
  └─ Advance from Customers,1.68,0.73,0.54,
  └─ Other liability items,9.93,10.90,14.73,13.41
Total Liabilities,169,227,230,210
Fixed Assets,55,93,98,134
  └─ Land,4.02,7.23,7.23,
  └─ Building,21.51,22.92,22.73,
  └─ Plant Machinery,77.41,117.24,130.97,
  └─ Equipments,0.21,0.21,0.21,
  └─ Computers,0.16,0.16,0.16,
  └─ Furniture n fittings,3.84,4.02,3.90,
  └─ Vehicles,0.80,1.10,0.95,
  └─ Intangible Assets,0.00,0.00,0.00,0.03
  └─ Other fixed assets,5.41,5.45,5.47,
  └─ Gross Block,113.36,158.33,171.62,
  └─ Accumulated Depreciation,58.07,65.80,73.51,
CWIP,46,27,40,0
Investments,0,0,0,0
Other Assets,68,107,92,76
  └─ Inventories,13.80,48.64,42.46,35.18
  └─ Trade receivables,33.05,34.40,39.17,30.18
    └─ Receivables over 6m,2.51,1.33,1.95,
    └─ Receivables under 6m,30.58,33.19,37.34,
    └─ Prov for Doubtful,-0.03,-0.12,-0.13,
  └─ Cash Equivalents,8.26,2.29,0.42,0.12
  └─ Loans n Advances,0.12,0.56,0.13,0.05
  └─ Other asset items,12.98,20.97,9.43,9.99
Total Assets,169,227,230,210
