Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2025,Mar 2026
Equity Capital,,9,9,9,9
Reserves,,725,833,1134,1302
Borrowings,,167,183,438,674
  └─ Long term Borrowings,,120,94,232,495
  └─ Short term Borrowings,,47,89,206,179
Other Liabilities,,64,96,185,359
  └─ Trade Payables,,21,17,82,130
  └─ Advance from Customers,,4,4,0,
  └─ Other liability items,,39,74,103,229
Total Liabilities,,964,1121,1765,2343
Fixed Assets,,769,858,1116,1428
  └─ Land,,21.33,21.33,20.35,
  └─ Building,,25.26,25.30,32.94,
  └─ Plant Machinery,,1509.32,1705.20,2137.63,
  └─ Equipments,,2.18,2.53,3.37,
  └─ Furniture n fittings,,1.41,1.49,1.48,
  └─ Vehicles,,3.45,3.56,7.12,
  └─ Intangible Assets,,0.00,0.00,0.00,4.39
  └─ Other fixed assets,,3.51,3.51,8.10,
  └─ Gross Block,,1566.46,1762.92,2210.99,
  └─ Accumulated Depreciation,,797.19,904.42,1094.98,
CWIP,,0,7,18,9
Investments,,30,35,150,87
Other Assets,,165,220,482,819
  └─ Inventories,,5,4,6,6
  └─ Trade receivables,,79,99,235,271
    └─ Receivables over 6m,,24,22,19,
    └─ Receivables under 6m,,118,132,226,
    └─ Prov for Doubtful,,-63,-55,-11,
  └─ Cash Equivalents,,10,21,54,129
  └─ Loans n Advances,,5,5,21,47
  └─ Other asset items,,66,90,166,367
Total Assets,,964,1121,1765,2343
