Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,4,18,23,23,23
Reserves,10,10,19,38,124,136,149
Borrowings,4,5,15,4,1,35,30
  └─ Long term Borrowings,0.61,0.31,0.34,0.11,0.44,0.09,12.33
  └─ Short term Borrowings,3.31,0.00,9.93,3.64,0.42,35.05,18.08
  └─ Preference Capital,0.00,4.75,4.75,0.00,0.00,0.00,0.00
  └─ Other Borrowings,0.30,0.30,0.00,0.01,0.01,0.00,
Other Liabilities,22,26,26,37,53,55,78
  └─ Non controlling int,0,0,0,0,0,0,0
  └─ Trade Payables,0,1,2,2,3,2,3
  └─ Advance from Customers,0,1,0,1,0,0,
  └─ Other liability items,21,24,25,33,50,53,75
Total Liabilities,41,46,64,96,200,249,281
Fixed Assets,2,2,3,3,7,8,49
  └─ Equipments,0.47,0.61,-0.00,-0.00,1.44,3.31,
  └─ Computers,0.47,0.63,1.03,2.33,3.88,4.57,
  └─ Furniture n fittings,0.68,0.69,0.79,0.90,2.27,2.58,
  └─ Vehicles,1.61,1.61,2.79,2.60,3.43,3.75,
  └─ Intangible Assets,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,6.12
  └─ Other fixed assets,0.19,0.22,0.93,1.53,0.37,0.36,
  └─ Gross Block,3.42,3.76,5.54,7.36,11.39,14.57,
  └─ Accumulated Depreciation,1.10,1.97,2.82,4.05,4.73,7.04,
CWIP,0,0,0,0,0,1,0
Investments,0,5,1,0,0,0,0
Other Assets,38,40,61,93,194,241,231
  └─ Inventories,0,0,2,5,2,8,5
  └─ Trade receivables,20,25,41,60,79,119,122
    └─ Receivables over 6m,0,0,9,14,9,24,
    └─ Receivables under 6m,20,25,32,46,70,95,
    └─ Prov for Doubtful,-0,-0,-0,-0,-0,-0,
  └─ Cash Equivalents,11,8,5,6,72,36,53
  └─ Loans n Advances,2,1,2,3,5,11,25
  └─ Other asset items,6,6,11,18,35,67,27
Total Assets,41,46,64,96,200,249,281
