Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,7,7,7,7,7,7,7,7,7,7,7
Reserves,122,153,237,273,299,324,349,393,440,492,519
Borrowings,69,40,34,99,75,105,126,133,118,155,147
  └─ Long term Borrowings,23,25,16,54,48,38,43,37,31,35,20
  └─ Short term Borrowings,32,3,9,32,6,67,83,96,85,103,111
  └─ Lease Liabilities,0,0,0,0,1,1,1,0,2,18,15
  └─ Other Borrowings,14,12,9,13,20,-0,0,0,-0,0,
Other Liabilities,48,67,72,78,63,79,83,122,145,132,148
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0,0
  └─ Trade Payables,27,29,36,33,21,31,32,58,75,62,74
  └─ Advance from Customers,0,2,2,1,0,2,2,2,3,7,
  └─ Other liability items,20,36,34,44,41,47,49,62,67,62,74
Total Liabilities,246,267,351,458,444,516,565,656,710,786,821
Fixed Assets,139,165,159,192,263,257,280,275,278,319,326
  └─ Land,11.74,20.68,20.68,30.48,30.48,30.48,30.48,30.48,30.42,34.10,
  └─ Building,32.55,34.11,34.02,36.90,63.88,65.05,77.29,78.22,79.82,111.00,
  └─ Plant Machinery,168.44,199.82,210.08,245.75,301.64,314.16,350.59,367.94,395.98,422.92,
  └─ Equipments,1.83,2.04,2.37,2.70,4.62,5.01,5.15,6.26,7.30,8.14,
  └─ Computers,0.37,0.52,0.58,0.69,1.75,2.65,3.10,3.99,5.58,6.54,
  └─ Furniture n fittings,5.73,5.70,5.90,6.27,12.86,14.06,15.46,17.23,18.11,19.78,
  └─ Vehicles,4.63,4.69,5.26,5.61,4.98,5.02,5.69,7.97,8.02,11.94,
  └─ Intangible Assets,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.06
  └─ Other fixed assets,0.43,0.15,0.35,0.44,2.07,1.98,1.46,2.72,2.91,4.71,
  └─ Gross Block,226.04,267.71,279.24,328.84,422.28,438.41,489.22,514.81,548.14,619.13,
  └─ Accumulated Depreciation,87.53,103.18,120.73,137.23,158.99,181.18,208.74,239.66,270.51,300.07,
CWIP,1,0,10,47,1,0,1,11,7,13,22
Investments,0,1,56,56,17,26,23,20,12,15,0
Other Assets,107,101,126,163,163,233,260,349,414,439,473
  └─ Inventories,42,46,55,82,59,110,116,163,179,174,159
  └─ Trade receivables,37,34,45,41,28,42,63,81,90,65,99
  └─ Cash Equivalents,12,3,3,5,16,32,24,55,105,148,159
  └─ Loans n Advances,3,10,13,12,8,16,16,8,11,11,7
  └─ Other asset items,13,7,11,23,52,33,42,42,30,41,49
Total Assets,246,267,351,458,444,516,565,656,710,786,821
