Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,12,12,12,25,25,25,25,25,25,25
Reserves,23,68,63,57,63,79,89,101,119,131
Borrowings,13,15,11,11,10,5,5,1,2,1
  └─ Long term Borrowings,12.21,8.58,6.33,6.00,0.18,1.75,1.75,0.00,0.00,0.00
  └─ Short term Borrowings,0.45,6.60,4.70,5.02,9.43,3.61,3.09,0.76,2.28,1.03
  └─ Other Borrowings,0.00,0.00,0.01,0.00,0.04,0.13,0.00,0.00,0.00,
Other Liabilities,2,4,11,12,20,26,29,31,32,36
  └─ Non controlling int,0.00,0.00,0.00,0.00,1.49,8.03,8.40,8.74,9.03,9.13
  └─ Trade Payables,0.74,0.01,0.21,0.61,3.67,2.62,2.59,2.79,2.65,3.33
  └─ Other liability items,1.27,3.96,10.85,11.50,14.89,15.27,18.19,19.92,20.62,23.30
Total Liabilities,51,100,97,105,117,135,148,158,179,193
Fixed Assets,15,57,56,57,65,63,78,82,81,77
  └─ Land,15.84,60.01,62.15,9.17,9.17,9.80,9.81,9.17,9.17,
  └─ Building,0.00,0.00,0.00,56.10,60.68,59.22,77.23,84.12,83.72,
  └─ Plant Machinery,0.72,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Equipments,0.00,0.00,0.97,1.14,1.48,1.70,2.16,2.35,3.07,
  └─ Computers,5.75,6.15,7.67,9.17,12.13,14.84,15.16,15.96,17.28,
  └─ Furniture n fittings,1.44,1.41,1.67,2.62,4.04,4.47,5.30,6.15,7.05,
  └─ Vehicles,1.60,2.39,2.61,2.79,2.80,3.20,3.68,5.22,7.36,
  └─ Intangible Assets,0.00,0.14,0.14,0.14,2.37,2.37,2.37,2.37,2.37,2.84
  └─ Other fixed assets,0.07,0.00,0.00,-0.01,-0.01,0.00,-0.01,0.00,0.00,
  └─ Gross Block,25.42,70.84,75.21,81.12,92.66,95.60,115.70,125.34,130.02,
  └─ Accumulated Depreciation,10.16,14.30,19.47,23.63,27.94,33.04,38.18,43.64,49.07,
CWIP,0,0,0,0,0,0,0,2,2,2
Investments,0,10,6,1,1,11,8,8,15,33
Other Assets,35,32,35,46,51,61,61,67,81,82
  └─ Trade receivables,13.96,7.63,9.39,15.17,22.33,18.44,19.30,31.50,23.14,28.14
    └─ Receivables over 6m,0.00,0.00,9.39,0.00,1.60,0.00,1.88,6.89,2.82,
    └─ Receivables under 6m,13.96,7.63,0.00,15.17,20.73,18.44,17.41,24.61,20.32,
  └─ Cash Equivalents,12.16,1.06,2.70,2.34,1.50,13.14,18.95,8.00,27.60,11.34
  └─ Loans n Advances,0.47,1.06,0.12,0.43,3.09,7.17,3.21,3.71,7.71,30.83
  └─ Other asset items,8.79,22.70,23.02,28.35,24.13,22.44,19.97,23.75,22.44,11.21
Total Assets,51,100,97,105,117,135,148,158,179,193
