Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,16,16,16,16,16,16,16,16,16,16,16,16,
Reserves,2438,2951,3420,4071,4793,5588,4726,5303,5383,5418,6239,7077,
Borrowings,4793,4493,4045,3469,4840,4808,2830,3192,3677,3664,2731,3615,
  └─ Long term Borrowings,3691,3013,3505,3048,4243,3740,2564,2464,3110,3167,2150,2972,
  └─ Short term Borrowings,517,749,256,245,500,650,20,463,300,247,287,248,
  └─ Lease Liabilities,0,0,0,0,0,180,246,264,267,250,294,395,
  └─ Other Borrowings,585,731,285,176,98,239,0,0,0,0,0,,
Other Liabilities,1372,1280,1417,1902,1670,1898,1192,1319,1853,2240,3598,4815,
  └─ Non controlling int,0,-38,-47,-52,0,0,0,-2,-8,-13,-16,3,
  └─ Trade Payables,721,612,749,1136,1020,1090,520,568,821,856,1005,1234,
  └─ Advance from Customers,0,29,31,0,0,0,0,0,0,0,0,,
  └─ Other liability items,651,677,684,817,649,808,672,753,1039,1396,2610,3578,
Total Liabilities,8619,8740,8899,9457,11319,12310,8763,9830,10929,11338,12584,15523,
Fixed Assets,4911,5104,5107,5401,5648,6340,4609,4871,5183,5091,5176,8044,
  └─ Land,134,125,124,122,122,149,87,88,86,88,82,,
  └─ Building,936,798,811,846,928,1230,994,1022,1081,1102,1026,,
  └─ Plant Machinery,3572,2298,2474,2705,3037,3577,1933,2233,2495,2756,2627,,
  └─ Equipments,148,55,65,80,109,130,123,140,157,169,163,,
  └─ Furniture n fittings,100,37,40,64,83,113,129,228,269,324,345,,
  └─ Railway sidings,16,11,11,11,11,11,0,0,0,0,0,,
  └─ Vehicles,13,7,10,34,51,37,24,28,21,51,61,,
  └─ Intangible Assets,1979,1854,1794,1929,2478,2629,2700,2845,3131,3241,3369,4103,
  └─ Other fixed assets,466,206,344,498,87,106,99,108,128,138,151,,
  └─ Gross Block,7362,5391,5672,6289,6906,7983,6090,6692,7368,7869,7823,,
  └─ Accumulated Depreciation,2451,286,566,888,1257,1643,1481,1821,2185,2778,2647,,
CWIP,597,611,684,671,901,768,897,1090,1562,2103,3630,2962,
Investments,40,85,103,124,115,69,241,239,256,42,44,61,
Other Assets,3071,2939,3006,3262,4654,5133,3017,3631,3928,4101,3735,4455,
  └─ Inventories,1235,1203,1220,1391,1417,1845,1129,1255,1380,1290,1129,1232,
  └─ Trade receivables,819,950,1005,1131,1272,1293,820,928,961,916,892,1070,
    └─ Receivables over 6m,27,0,0,0,0,0,0,30,112,107,67,,45
    └─ Receivables under 6m,814,967,1021,1143,1289,1316,842,924,900,869,879,,778
    └─ Prov for Doubtful,-21,-16,-16,-12,-18,-23,-22,-26,-50,-60,-55,,-17
  └─ Cash Equivalents,394,345,460,249,1370,1400,671,984,1014,957,1089,1268,
  └─ Loans n Advances,100,56,71,101,111,119,126,125,159,193,156,33,
  └─ Other asset items,522,384,249,390,484,475,270,339,413,746,469,854,
Total Assets,8619,8740,8899,9457,11319,12310,8763,9830,10929,11338,12584,15523,
