Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,7,7,7,7,7,7,7,7,7
Reserves,627,683,725,746,754,810,910,913,979,1077,1138
Borrowings,5,5,5,4,6,0,0,1,0,0,2
  └─ Long term Borrowings,3.32,2.52,1.94,1.09,0.44,0.04,0.19,0.12,0.03,0.00,0.00
  └─ Short term Borrowings,1.09,1.05,2.01,1.59,4.77,0.38,0.11,0.89,0.09,0.03,0.00
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.68
  └─ Other Borrowings,0.61,1.10,0.98,0.86,0.65,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,62,84,88,89,84,105,85,78,94,112,117
  └─ Trade Payables,13,26,34,35,32,41,44,41,47,52,53
  └─ Other liability items,49,58,54,54,52,64,41,37,48,59,64
Total Liabilities,699,776,825,847,851,922,1002,1000,1081,1196,1264
Fixed Assets,120,124,122,125,122,116,113,111,138,134,151
  └─ Land,2.92,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,
  └─ Building,89.75,91.52,91.72,93.86,95.96,94.77,93.44,93.47,113.22,103.61,
  └─ Plant Machinery,24.77,33.03,37.14,45.59,47.17,49.00,51.01,52.84,57.39,67.69,
  └─ Equipments,1.01,1.14,1.21,1.50,1.64,1.83,1.90,2.00,1.59,1.75,
  └─ Furniture n fittings,5.17,5.63,5.88,6.07,6.52,6.77,8.00,8.95,8.82,9.64,
  └─ Vehicles,2.98,3.86,3.75,3.78,3.74,3.79,3.92,4.37,6.78,6.99,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79
  └─ Other fixed assets,0.08,0.10,0.09,0.10,0.26,0.32,0.76,1.03,1.39,1.57,
  └─ Gross Block,126.68,138.12,142.63,153.74,158.13,159.32,161.87,165.50,192.03,194.09,
  └─ Accumulated Depreciation,6.53,14.24,20.21,28.37,35.70,43.23,48.50,54.45,54.53,60.22,
CWIP,0,0,0,0,0,0,0,0,0,4,0
Investments,470,536,605,608,616,687,796,807,872,962,1006
Other Assets,109,116,98,113,113,119,93,82,71,96,107
  └─ Inventories,7,9,11,12,13,12,14,14,14,12,21
  └─ Trade receivables,27,27,35,34,34,41,37,39,37,51,63
  └─ Cash Equivalents,4,4,2,1,7,2,3,2,2,4,2
  └─ Loans n Advances,2,11,1,1,4,4,4,5,4,4,6
  └─ Other asset items,70,65,49,64,56,59,35,22,15,26,16
Total Assets,699,776,825,847,851,922,1002,1000,1081,1196,1264
