Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,2,98,98,112,112,112,112,112,112,112,112,112,
Reserves,331,282,289,545,552,616,768,919,991,1047,1051,1034,
Borrowings,240,466,546,328,345,223,165,130,149,288,313,502,
  └─ Long term Borrowings,,252,235,110,153,58,16,35,27,58,56,70,
  └─ Short term Borrowings,,97,246,187,125,93,110,89,113,170,172,158,
  └─ Lease Liabilities,,0,0,0,0,0,0,6,9,60,84,275,
  └─ Other Borrowings,240,117,65,31,67,71,40,0,0,0,-0,,
Other Liabilities,542,628,776,916,1004,1194,1273,1141,1420,1571,1759,1627,
  └─ Non controlling int,48,0,28,30,36,46,73,94,107,127,129,121,
  └─ Trade Payables,129,124,137,196,299,574,688,449,602,715,952,799,
  └─ Advance from Customers,12,39,38,27,140,24,28,38,37,40,43,,
  └─ Other liability items,353,466,573,663,529,550,484,561,674,689,635,708,
Total Liabilities,1115,1474,1709,1902,2014,2145,2318,2303,2672,3019,3236,3276,
Fixed Assets,696,904,1054,1210,1214,1325,1393,1507,1768,2029,2058,2221,
  └─ Land,0,0,0,0,0,0,0,0,0,4,4,,
  └─ Building,19,20,21,21,23,40,43,43,60,92,96,,
  └─ Plant Machinery,465,755,999,1540,1706,1956,2120,2076,2426,2826,3089,,
  └─ Equipments,5,6,9,10,11,11,10,10,12,14,15,,
  └─ Computers,9,13,15,19,20,24,33,43,51,54,56,,
  └─ Furniture n fittings,9,13,16,18,20,21,25,30,35,37,38,,
  └─ Vehicles,5,6,8,8,8,8,9,8,10,11,10,,
  └─ Intangible Assets,45,166,124,175,193,256,254,270,278,332,348,284,
  └─ Other fixed assets,376,278,293,46,57,92,158,485,631,726,796,,
  └─ Gross Block,931,1257,1484,1837,2038,2409,2652,2964,3504,4096,4453,,
  └─ Accumulated Depreciation,234,353,430,627,823,1083,1259,1457,1736,2067,2396,,
CWIP,11,61,60,38,32,32,71,92,113,88,118,66,
Investments,15,19,10,14,15,14,10,9,9,11,12,11,
Other Assets,393,491,585,639,754,773,844,694,782,891,1048,977,
  └─ Inventories,0,0,0,0,25,23,8,14,43,24,25,28,
  └─ Trade receivables,228,246,297,326,286,279,383,284,292,437,588,545,
    └─ Receivables over 6m,149,130,0,0,0,0,0,163,173,304,280,,128
    └─ Receivables under 6m,112,156,355,385,391,488,543,244,238,262,453,,95
    └─ Prov for Doubtful,-33,-40,-58,-58,-104,-210,-160,-123,-119,-129,-145,,-24
  └─ Cash Equivalents,61,86,108,132,139,88,145,140,212,149,116,67,
  └─ Loans n Advances,20,24,63,38,52,61,72,77,42,53,66,58,
  └─ Other asset items,84,136,118,143,251,323,236,180,192,227,253,278,
Total Assets,1115,1474,1709,1902,2014,2145,2318,2303,2672,3019,3236,3276,
