Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,15,15,15,15,15,15,15
Reserves,54,58,67,93,101,101,106,110
Borrowings,67,78,90,117,109,109,130,152
  └─ Long term Borrowings,35,43,46,39,19,27,22,45
  └─ Short term Borrowings,19,25,44,79,90,82,109,107
  └─ Other Borrowings,14,9,-0,0,-0,-0,-0,
Other Liabilities,28,29,27,75,62,53,64,48
  └─ Non controlling int,0.03,0.08,0.15,0.42,0.00,0.00,0.00,1.48
  └─ Trade Payables,14.23,18.36,14.59,49.92,39.69,38.20,45.11,27.63
  └─ Advance from Customers,2.47,1.65,8.31,13.45,11.52,0.81,3.38,
  └─ Other liability items,10.77,8.84,3.70,11.02,10.36,13.87,15.42,18.42
Total Liabilities,164,180,199,300,286,278,315,324
Fixed Assets,60,51,55,56,74,70,66,75
  └─ Land,6.88,6.88,6.88,7.07,7.18,7.18,7.18,
  └─ Building,11.69,11.69,14.38,16.28,34.98,35.21,36.42,
  └─ Plant Machinery,0.17,0.18,0.60,0.96,0.84,0.88,1.06,
  └─ Equipments,0.42,0.48,0.52,0.67,0.86,0.96,1.25,
  └─ Computers,0.41,0.46,0.49,0.59,0.78,1.08,1.25,
  └─ Furniture n fittings,0.59,0.70,0.84,1.17,3.86,4.23,4.53,
  └─ Vehicles,69.47,75.62,86.52,90.07,98.41,106.64,111.83,
  └─ Intangible Assets,0.00,0.00,0.05,0.18,0.37,0.37,0.37,9.07
  └─ Other fixed assets,0.56,0.58,3.45,9.84,9.41,9.40,9.45,
  └─ Gross Block,90.19,96.59,113.73,126.83,156.69,165.95,173.34,
  └─ Accumulated Depreciation,30.51,45.92,58.33,70.66,82.67,95.65,107.80,
CWIP,0,3,0,5,0,0,0,12
Investments,0,0,0,0,0,0,0,0
Other Assets,104,126,144,240,212,208,250,237
  └─ Inventories,1,1,1,17,32,18,16,21
  └─ Trade receivables,84,98,105,134,107,115,145,132
  └─ Cash Equivalents,2,1,6,8,16,12,15,15
  └─ Loans n Advances,9,17,3,6,11,11,4,5
  └─ Other asset items,9,10,29,73,47,52,70,65
Total Assets,164,180,199,300,286,278,315,324
