Metric,Mar 2022,Mar 2023,Mar 2024
Equity Capital,12.50,12.50,12.50
Reserves,10.30,11.44,12.89
Borrowings,11.86,18.89,42.20
  └─ Long term Borrowings,2.07,5.32,30.13
  └─ Short term Borrowings,9.79,13.57,12.07
Other Liabilities,9.13,14.95,21.53
  └─ Non controlling int,0.00,-0.10,-0.33
  └─ Trade Payables,8.47,11.23,11.84
  └─ Advance from Customers,0.58,0.84,7.40
  └─ Other liability items,0.08,2.98,2.62
Total Liabilities,43.79,57.78,89.12
Fixed Assets,1.18,1.44,1.37
  └─ Building,0.16,0.16,0.16
  └─ Plant Machinery,0.49,0.52,0.64
  └─ Equipments,0.15,0.15,0.15
  └─ Computers,0.09,0.09,0.11
  └─ Furniture n fittings,0.11,0.11,0.13
  └─ Vehicles,1.05,1.49,1.49
  └─ Other fixed assets,0.01,0.01,0.00
  └─ Gross Block,2.06,2.53,2.68
  └─ Accumulated Depreciation,0.88,1.09,1.31
CWIP,0.00,0.00,0.00
Investments,0.36,0.34,0.35
Other Assets,42.25,56.00,87.40
  └─ Inventories,24,27,72
  └─ Trade receivables,10,17,4
  └─ Cash Equivalents,1,2,1
  └─ Loans n Advances,3,4,4
  └─ Other asset items,4,6,6
Total Assets,43.79,57.78,89.12
