Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,9,9,9,9,9,9,9,9,9,9
Reserves,259,300,353,426,437,451,482,574,662,765,908
Borrowings,127,92,104,140,347,338,401,431,723,888,973
  └─ Long term Borrowings,11,4,2,1,26,0,58,61,154,213,145
  └─ Short term Borrowings,85,79,99,137,266,301,306,321,443,559,662
  └─ Lease Liabilities,0,0,0,0,29,37,37,49,126,116,166
  └─ Other Borrowings,32,10,3,2,27,0,-0,-0,0,-0,
Other Liabilities,463,478,751,615,490,564,654,852,1207,1199,1544
  └─ Trade Payables,310,327,536,380,315,374,474,558,698,817,1035
  └─ Advance from Customers,58,47,38,67,26,36,28,70,167,86,
  └─ Other liability items,95,104,177,168,148,154,152,224,342,296,510
Total Liabilities,859,880,1217,1190,1283,1362,1546,1866,2601,2861,3435
Fixed Assets,408,419,518,549,653,627,711,749,968,1106,1434
  └─ Land,53.93,28.35,36.52,36.55,35.21,35.21,68.55,78.01,199.00,236.20,
  └─ Building,112.16,83.58,96.45,109.77,121.94,128.32,136.11,143.43,175.27,168.42,
  └─ Plant Machinery,554.94,328.57,444.50,516.13,631.51,648.83,774.97,857.37,986.69,1178.55,
  └─ Equipments,1.31,1.18,2.31,3.61,4.47,5.01,6.21,6.49,9.10,11.35,
  └─ Computers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.76,19.77,
  └─ Furniture n fittings,9.30,3.71,5.60,6.45,7.54,11.38,12.39,14.67,12.93,17.00,
  └─ Vehicles,12.37,10.09,13.06,14.02,13.98,13.90,14.62,22.65,28.94,30.28,
  └─ Intangible Assets,3.44,0.00,0.00,0.00,9.78,9.78,9.78,9.78,9.78,9.78,17.14
  └─ Other fixed assets,12.21,4.39,6.84,9.66,38.25,48.44,26.16,30.62,33.14,38.25,
  └─ Gross Block,759.66,459.87,605.28,696.19,862.68,900.87,1048.79,1163.02,1471.61,1709.60,
  └─ Accumulated Depreciation,351.67,41.16,86.91,146.74,210.01,273.72,337.64,414.23,503.29,603.72,
CWIP,17,20,34,50,32,47,48,43,178,212,105
Investments,69,79,88,81,90,92,102,147,179,246,278
Other Assets,365,362,577,510,508,596,685,927,1276,1297,1619
  └─ Inventories,105,116,169,204,179,222,264,378,582,511,643
  └─ Trade receivables,181,191,318,221,173,216,232,306,348,462,630
  └─ Cash Equivalents,3,1,2,2,38,3,16,7,47,10,26
  └─ Loans n Advances,4,28,24,14,14,23,40,49,100,110,15
  └─ Other asset items,71,26,65,68,103,131,133,186,201,204,305
Total Assets,859,880,1217,1190,1283,1362,1546,1866,2601,2861,3435
