Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,15,15,15,15,15,18,18,18
Reserves,1,11,14,18,23,29,22,25,33
Borrowings,25,24,30,43,42,41,64,42,6
  └─ Long term Borrowings,2.07,0.39,0.28,5.51,4.47,1.68,0.00,0.18,0.53
  └─ Short term Borrowings,22.68,23.62,29.93,37.61,37.11,39.35,63.86,41.74,5.44
  └─ Other Borrowings,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.01,
Other Liabilities,15,11,7,16,40,43,20,19,84
  └─ Trade Payables,14,9,1,1,3,3,3,4,61
  └─ Advance from Customers,0,0,0,13,34,39,16,13,
  └─ Other liability items,1,2,6,2,3,1,1,2,22
Total Liabilities,52,61,66,93,120,128,124,105,141
Fixed Assets,2,2,4,4,4,4,7,6,8
  └─ Land,0.09,0.09,1.86,2.15,2.22,2.22,2.22,2.22,
  └─ Building,0.87,0.84,0.84,0.86,0.86,0.99,1.00,1.00,
  └─ Plant Machinery,1.27,1.24,1.26,1.68,1.93,2.19,3.18,3.38,
  └─ Equipments,0.00,0.01,0.01,0.01,0.05,0.05,0.04,0.05,
  └─ Computers,0.01,0.03,0.03,0.04,0.05,0.06,0.08,0.09,
  └─ Furniture n fittings,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.07,
  └─ Vehicles,0.09,0.09,0.18,0.18,0.72,0.72,0.72,0.73,
  └─ Other fixed assets,0.00,-0.01,0.02,0.02,-0.01,0.00,1.79,1.78,
  └─ Gross Block,2.37,2.33,4.24,4.98,5.86,6.27,9.10,9.32,
  └─ Accumulated Depreciation,0.09,0.43,0.72,1.02,1.41,1.84,2.36,2.86,
CWIP,0,0,0,0,0,1,2,2,1
Investments,0,0,0,0,0,0,0,0,0
Other Assets,50,59,63,89,115,122,115,96,131
  └─ Inventories,33,42,41,75,89,103,83,65,82
  └─ Trade receivables,11,11,12,6,19,8,17,13,35
    └─ Receivables over 6m,0.48,0.15,0.56,1.86,0.00,0.00,2.45,2.74,
    └─ Receivables under 6m,10.59,10.74,11.77,4.33,19.23,8.34,15.01,9.82,
  └─ Cash Equivalents,1,4,2,1,2,5,3,0,1
  └─ Loans n Advances,1,1,2,2,4,4,7,13,1
  └─ Other asset items,4,1,5,5,1,2,5,5,12
Total Assets,52,61,66,93,120,128,124,105,141
