Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,36,44,47,47,47,47,47,63,63,63,63,63,
Reserves,325,500,469,625,591,318,485,394,325,227,158,161,
Borrowings,460,385,109,125,194,118,366,244,199,246,174,83,
  └─ Long term Borrowings,276,336,48,63,101,84,250,162,121,3,2,1,
  └─ Short term Borrowings,163,37,43,61,80,16,67,52,75,132,77,10,
  └─ Lease Liabilities,0,0,0,0,0,0,49,30,3,111,95,73,
  └─ Other Borrowings,21,11,18,1,13,18,0,0,0,0,0,,
Other Liabilities,173,176,563,255,211,243,207,270,286,433,486,566,
  └─ Non controlling int,10,14,18,21,0,0,0,0,0,0,0,0,
  └─ Trade Payables,34,41,29,35,38,25,27,52,78,107,110,148,
  └─ Advance from Customers,11,20,13,10,9,5,8,7,6,11,9,,
  └─ Other liability items,118,101,503,190,165,213,172,210,202,314,368,419,
Total Liabilities,994,1104,1188,1052,1042,726,1105,971,873,968,880,873,
Fixed Assets,630,579,152,230,247,294,262,329,340,555,428,323,
  └─ Land,125,127,4,4,4,4,4,4,1,0,0,,
  └─ Building,75,82,10,27,38,32,32,127,45,152,153,,
  └─ Plant Machinery,322,295,186,242,245,255,251,236,253,256,250,,
  └─ Equipments,0,0,10,14,16,16,15,21,21,20,18,,
  └─ Computers,23,25,18,35,56,59,76,78,89,88,88,,
  └─ Furniture n fittings,5,6,5,4,7,6,8,10,10,10,8,,
  └─ Vehicles,7,7,8,8,8,8,7,8,14,16,15,,
  └─ Intangible Assets,199,200,3,0,0,0,0,90,149,320,320,189,
  └─ Other fixed assets,27,30,51,65,75,158,170,90,92,96,83,,
  └─ Gross Block,784,772,295,399,448,537,562,662,674,957,936,,
  └─ Accumulated Depreciation,155,193,142,169,201,244,300,333,334,402,507,,
CWIP,4,12,23,7,0,0,0,1,2,0,1,0,
Investments,2,3,511,525,431,70,71,80,58,42,43,42,
Other Assets,359,511,502,290,364,362,772,561,472,370,408,508,
  └─ Inventories,5,7,0,0,3,0,0,0,0,0,0,0,
  └─ Trade receivables,114,117,141,175,208,200,238,238,152,206,199,314,
    └─ Receivables over 6m,12,0,0,0,0,0,63,87,101,65,83,,9
    └─ Receivables under 6m,107,123,144,192,218,214,192,173,89,173,149,,83
    └─ Prov for Doubtful,-5,-6,-4,-17,-11,-14,-17,-22,-38,-33,-32,,-5
  └─ Cash Equivalents,40,85,53,10,24,53,91,36,14,10,14,9,
  └─ Loans n Advances,4,42,18,27,28,26,295,105,-77,-77,-71,5,
  └─ Other asset items,195,260,289,79,102,83,148,182,383,231,266,179,
Total Assets,994,1104,1188,1052,1042,726,1105,971,873,968,880,873,
