Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,7,7,7,7,7,7,7,7,7,7,7,7
Reserves,106,120,154,168,200,240,244,290,390,535,688,843
Borrowings,152,122,119,141,148,174,158,186,291,223,218,230
  └─ Long term Borrowings,61,46,34,71,58,49,57,77,60,38,46,53
  └─ Short term Borrowings,64,54,65,53,66,106,86,95,145,80,36,38
  └─ Lease Liabilities,0,0,0,0,0,0,14,13,86,105,136,138
  └─ Other Borrowings,26,22,20,17,24,19,0,0,0,0,0,
Other Liabilities,104,117,134,123,122,153,159,140,150,151,181,193
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Trade Payables,65,71,84,78,70,85,111,83,90,98,135,121
  └─ Advance from Customers,0,0,0,0,1,0,1,2,2,4,4,
  └─ Other liability items,38,46,50,44,51,68,47,55,58,49,42,72
Total Liabilities,370,366,414,439,477,574,567,623,838,917,1094,1273
Fixed Assets,226,225,251,257,267,318,312,307,403,444,478,536
  └─ Land,57.08,57.16,77.70,77.70,77.70,77.70,79.18,79.18,69.63,74.60,75.91,
  └─ Building,76.36,77.43,51.44,54.51,57.75,69.05,70.55,71.18,75.73,78.73,80.10,
  └─ Plant Machinery,192.99,201.27,219.23,234.34,254.42,290.78,302.80,312.44,347.05,378.57,404.40,
  └─ Equipments,5.22,5.25,6.06,7.10,8.41,9.52,9.54,9.86,10.93,12.28,12.69,
  └─ Furniture n fittings,2.01,2.46,2.10,2.31,2.53,2.82,3.05,4.01,4.07,3.77,4.32,
  └─ Vehicles,3.26,4.28,4.17,5.00,4.63,4.69,4.54,4.53,4.97,5.57,5.47,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.14,0.75,0.76,4.23
  └─ Other fixed assets,5.33,6.75,7.16,7.47,8.38,32.89,32.48,36.91,104.93,128.97,171.31,
  └─ Gross Block,342.25,354.60,367.86,388.43,413.82,487.45,502.14,518.11,619.45,683.24,754.96,
  └─ Accumulated Depreciation,116.73,130.00,116.89,131.72,146.50,169.75,190.36,211.38,216.23,239.45,276.72,
CWIP,1,1,5,7,13,9,5,3,20,12,10,20
Investments,0,0,1,1,1,1,1,1,5,16,22,21
Other Assets,143,141,158,175,196,247,250,313,410,445,584,696
  └─ Inventories,97,94,123,102,127,155,141,165,256,229,311,336
  └─ Trade receivables,16,22,11,42,31,44,45,65,77,97,123,177
  └─ Cash Equivalents,5,4,6,5,9,19,36,52,37,54,40,43
  └─ Loans n Advances,1,1,-1,2,2,0,1,1,4,17,4,11
  └─ Other asset items,25,21,19,24,28,29,27,30,35,49,106,129
Total Assets,370,366,414,439,477,574,567,623,838,917,1094,1273
