Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,3,3,3,10,13,13,13
Reserves,-3,-3,-2,0,2,37,58,77
Borrowings,9,9,7,6,9,4,15,49
  └─ Long term Borrowings,3.25,1.19,1.43,1.44,3.26,0.65,1.37,1.31
  └─ Short term Borrowings,6.04,7.41,5.41,4.47,5.86,3.12,13.84,28.15
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.24
  └─ Other Borrowings,0.00,0.01,-0.01,0.00,0.01,-0.01,0.00,
Other Liabilities,20,24,18,40,37,43,65,22
  └─ Non controlling int,0.19,0.11,0.00,0.00,0.14,0.30,0.31,0.82
  └─ Trade Payables,13.78,15.96,12.22,30.50,29.71,33.04,51.06,8.49
  └─ Advance from Customers,0.19,0.15,0.07,0.09,1.23,1.32,0.32,
  └─ Other liability items,5.45,7.43,5.42,9.18,5.61,8.48,13.34,12.29
Total Liabilities,29,33,26,49,57,97,151,161
Fixed Assets,4,4,3,5,8,8,8,16
  └─ Land,0.82,0.82,0.24,0.00,5.51,1.40,3.19,
  └─ Building,1.72,1.72,0.00,1.40,0.00,0.00,0.00,
  └─ Plant Machinery,3.84,3.84,3.84,3.84,3.84,3.84,3.84,
  └─ Ships Vessels,0.00,0.00,0.00,3.48,0.00,3.48,3.48,
  └─ Equipments,0.59,0.59,1.72,0.62,1.78,0.62,0.67,
  └─ Computers,0.46,0.46,0.36,0.57,0.43,0.57,0.70,
  └─ Furniture n fittings,0.32,0.32,1.73,0.37,1.94,0.37,0.38,
  └─ Vehicles,1.47,1.47,0.53,1.73,0.70,1.73,1.94,
  └─ Intangible Assets,0.62,0.62,0.62,0.00,0.62,0.62,0.62,0.62
  └─ Other fixed assets,-0.01,-0.01,0.00,0.01,0.00,0.00,0.00,
  └─ Gross Block,9.83,9.83,9.04,12.02,14.82,12.63,14.82,
  └─ Accumulated Depreciation,5.51,5.95,5.95,6.63,7.25,4.30,6.63,
CWIP,4,4,4,0,0,0,0,0
Investments,0,0,0,0,0,1,1,1
Other Assets,21,25,20,44,49,88,142,144
  └─ Trade receivables,12,15,11,29,34,50,112,105
    └─ Receivables over 6m,12,15,11,10,10,14,18,
    └─ Receivables under 6m,0,0,0,19,24,36,94,
    └─ Prov for Doubtful,0,0,0,0,-0,0,0,
  └─ Cash Equivalents,1,1,0,7,8,26,19,21
  └─ Loans n Advances,0,0,1,1,1,2,2,14
  └─ Other asset items,7,8,8,7,6,10,10,5
Total Assets,29,33,26,49,57,97,151,161
