Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,20,20
Reserves,85,305,341
Borrowings,79,17,11
  └─ Long term Borrowings,8.80,0.71,0.52
  └─ Short term Borrowings,69.97,16.03,10.31
  └─ Other Borrowings,0.00,0.01,
Other Liabilities,42,29,20
  └─ Trade Payables,32.48,14.83,8.67
  └─ Advance from Customers,0.09,1.61,
  └─ Other liability items,9.73,12.15,11.81
Total Liabilities,222,370,393
Fixed Assets,50,52,50
  └─ Land,0.95,0.99,
  └─ Building,12.57,12.57,
  └─ Plant Machinery,27.44,28.31,
  └─ Equipments,10.16,10.57,
  └─ Computers,1.13,1.14,
  └─ Vehicles,5.29,8.82,
  └─ Intangible Assets,20.81,20.81,20.82
  └─ Other fixed assets,0.13,0.12,
  └─ Gross Block,78.48,83.33,
  └─ Accumulated Depreciation,28.11,31.25,
CWIP,10,10,12
Investments,0,0,0
Other Assets,161,307,330
  └─ Inventories,84,139,181
  └─ Trade receivables,64,103,128
    └─ Receivables over 6m,0,22,
    └─ Receivables under 6m,64,81,
  └─ Cash Equivalents,3,56,5
  └─ Loans n Advances,6,3,1
  └─ Other asset items,4,7,15
Total Assets,222,370,393
