Metric,Mar 2017,Mar 2018
Equity Capital,4,4
Reserves,174,186
Borrowings,41,47
  └─ Long term Borrowings,11.42,16.71
  └─ Short term Borrowings,25.66,24.89
  └─ Other Borrowings,4.31,5.42
Other Liabilities,58,61
  └─ Trade Payables,13.73,13.94
  └─ Advance from Customers,0.53,0.47
  └─ Other liability items,44.04,46.30
Total Liabilities,278,298
Fixed Assets,130,145
  └─ Land,64,64
  └─ Building,10,12
  └─ Plant Machinery,58,75
  └─ Equipments,0,0
  └─ Furniture n fittings,1,1
  └─ Vehicles,2,2
  └─ Other fixed assets,0,0
  └─ Gross Block,134,154
  └─ Accumulated Depreciation,4,9
CWIP,3,1
Investments,58,70
Other Assets,87,81
  └─ Inventories,46.49,40.87
  └─ Trade receivables,27.54,26.52
  └─ Cash Equivalents,1.58,2.02
  └─ Loans n Advances,5.80,5.10
  └─ Other asset items,5.82,6.22
Total Assets,278,298
