Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,7,7,14,19,19
Reserves,17,15,19,28,40,90,96
Borrowings,63,69,75,85,87,88,136
  └─ Long term Borrowings,17,22,29,28,23,16,58
  └─ Short term Borrowings,25,28,31,36,64,72,78
  └─ Preference Capital,5,5,0,0,0,0,0
  └─ Other Borrowings,16,15,15,21,0,0,
Other Liabilities,25,22,34,29,33,40,35
  └─ Trade Payables,14.86,12.92,16.43,17.67,20.10,26.79,20.31
  └─ Advance from Customers,1.94,1.67,4.81,0.92,0.19,0.57,
  └─ Other liability items,7.84,7.11,12.59,10.47,12.36,12.21,14.69
Total Liabilities,111,112,135,148,174,237,286
Fixed Assets,33,29,31,45,54,56,130
  └─ Land,0.79,0.79,0.79,0.67,0.73,0.73,
  └─ Building,8.27,8.27,8.40,8.53,13.40,13.42,
  └─ Plant Machinery,63.12,62.16,66.00,84.26,89.00,92.21,
  └─ Equipments,1.05,1.06,1.12,1.19,1.31,1.48,
  └─ Furniture n fittings,0.96,0.97,0.98,0.94,0.94,1.08,
  └─ Vehicles,0.98,0.90,0.90,0.91,2.44,2.52,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,5.48,8.76,7.91
  └─ Other fixed assets,2.26,2.27,3.62,3.67,1.18,1.45,
  └─ Gross Block,77.43,76.42,81.81,100.17,114.48,121.65,
  └─ Accumulated Depreciation,44.42,47.28,50.75,54.76,60.07,65.92,
CWIP,3,4,10,7,6,30,0
Investments,0,0,0,0,1,1,6
Other Assets,74,79,93,96,112,150,150
  └─ Inventories,46,45,50,55,58,67,74
  └─ Trade receivables,17,21,27,30,40,45,54
  └─ Cash Equivalents,0,1,0,1,4,16,11
  └─ Loans n Advances,0,0,0,0,1,1,8
  └─ Other asset items,11,12,15,9,8,22,4
Total Assets,111,112,135,148,174,237,286
