Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,4,4,4,4,4,12,12,12,12,41
Reserves,33,38,50,57,86,131,194,262,319,414,560
Borrowings,132,198,292,348,210,188,338,413,393,364,368
  └─ Long term Borrowings,41,48,1,0,0,0,0,0,0,2,1
  └─ Short term Borrowings,91,150,291,347,210,188,338,413,393,363,365
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,0,0,2
  └─ Other Borrowings,0,0,1,1,0,0,0,0,-0,0,
Other Liabilities,15,60,100,83,59,92,123,97,46,121,191
  └─ Non controlling int,0,0,0,0,0,0,1,1,2,3,4
  └─ Trade Payables,11,25,86,61,33,45,79,76,30,29,47
  └─ Advance from Customers,0,31,0,0,0,0,1,2,2,5,
  └─ Other liability items,3,4,14,22,26,47,42,18,12,85,140
Total Liabilities,183,300,446,492,359,415,667,784,770,911,1160
Fixed Assets,21,21,21,31,38,36,37,39,37,40,41
  └─ Land,2.28,2.28,2.28,5.57,5.57,5.57,6.60,6.92,6.94,7.98,
  └─ Building,3.77,3.77,3.77,11.29,17.17,17.17,14.10,15.23,15.23,15.44,
  └─ Plant Machinery,24.16,25.01,25.34,25.24,28.55,29.35,33.15,35.02,36.87,38.07,
  └─ Equipments,0.14,0.14,0.17,0.23,0.35,0.36,0.29,0.35,0.41,0.43,
  └─ Computers,0.02,0.03,0.03,0.07,0.08,0.10,0.13,0.19,0.20,1.69,
  └─ Furniture n fittings,0.05,0.05,1.16,1.48,1.52,1.30,1.03,1.33,1.45,1.58,
  └─ Vehicles,2.85,3.53,4.75,5.65,5.83,5.22,6.86,7.51,7.54,7.54,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.39,0.39,0.73
  └─ Other fixed assets,0.95,1.10,0.01,0.02,0.67,0.67,0.67,0.67,0.67,0.67,
  └─ Gross Block,34.22,35.91,37.51,49.55,59.74,59.74,62.83,67.61,69.70,73.79,
  └─ Accumulated Depreciation,13.07,14.69,16.72,18.82,21.73,23.73,25.64,29.07,32.74,33.54,
CWIP,0,0,0,3,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,2,12,9,11,9
Other Assets,162,279,425,459,321,379,628,733,725,860,1111
  └─ Inventories,63,201,227,167,56,109,195,313,218,314,435
  └─ Trade receivables,82,74,191,279,257,253,404,403,482,480,577
    └─ Receivables over 6m,1,74,0,0,0,0,39,28,260,227,
    └─ Receivables under 6m,82,0,191,279,257,253,366,374,222,253,
  └─ Cash Equivalents,16,2,1,3,4,5,8,4,10,53,74
  └─ Loans n Advances,0,0,0,0,1,3,1,2,1,3,5
  └─ Other asset items,1,2,6,9,4,9,20,12,14,10,20
Total Assets,183,300,446,492,359,415,667,784,770,911,1160
