Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,0.50,0.50,2.00,2.73,2.73,5.45,5.45,5.45,10.90,10.90,21.81,21.81,
Reserves,1.69,1.99,1.83,6.26,8.72,7.81,7.48,8.80,10.03,18.31,11.57,16.21,
Borrowings,1.56,1.74,1.55,1.97,0.05,0.06,0.00,0.00,0.16,0.29,0.39,0.29,
  └─ Long term Borrowings,,,0.08,0.05,0.02,0.00,0.00,0.00,0.11,0.20,0.29,0.18,
  └─ Short term Borrowings,,,1.43,1.88,0.00,0.04,0.00,0.00,0.00,0.09,0.10,0.11,
  └─ Other Borrowings,1.56,1.74,0.04,0.04,0.03,0.02,0.00,0.00,0.05,0.00,0.00,,
Other Liabilities,5.63,4.73,6.16,7.05,9.15,8.39,6.47,8.01,11.00,10.12,7.13,6.54,
  └─ Trade Payables,0.81,0.81,1.35,1.62,3.65,4.08,3.81,4.48,5.10,4.71,2.29,2.27,
  └─ Advance from Customers,2.39,1.44,1.25,2.12,3.68,2.42,1.81,2.29,3.11,3.34,2.31,,
  └─ Other liability items,2.43,2.48,3.56,3.31,1.82,1.89,0.85,1.24,2.79,2.07,2.53,4.27,
Total Liabilities,9.38,8.96,11.54,18.01,20.65,21.71,19.40,22.26,32.09,39.62,40.90,44.85,
Fixed Assets,2.83,2.95,2.84,2.96,4.02,3.72,2.56,2.70,3.56,3.50,3.30,3.71,
  └─ Land,0.63,0.63,0.63,0.63,0.63,0.63,0.00,0.00,0.00,0.00,0.00,,
  └─ Building,1.46,1.50,1.41,1.42,1.48,1.50,1.50,1.50,1.51,1.58,1.58,,
  └─ Plant Machinery,0.31,0.31,0.31,0.31,1.08,1.08,1.08,1.08,1.08,1.11,1.15,,
  └─ Equipments,0.14,0.14,0.25,0.32,0.45,0.48,0.49,0.51,1.70,0.71,0.54,,
  └─ Computers,0.06,0.06,0.16,0.34,0.53,0.58,0.59,0.63,0.68,0.36,0.10,,
  └─ Furniture n fittings,0.24,0.24,0.24,0.25,0.34,0.35,0.35,0.35,0.37,0.37,0.29,,
  └─ Vehicles,0.28,0.34,0.34,0.34,0.35,0.35,0.35,0.35,0.66,0.66,0.87,,
  └─ Intangible Assets,0.00,0.00,0.00,0.07,0.29,0.45,0.45,1.05,1.05,1.05,1.27,1.42,
  └─ Other fixed assets,0.09,0.13,0.09,0.10,0.08,0.08,0.09,0.08,0.07,1.64,1.64,,
  └─ Gross Block,3.21,3.35,3.43,3.78,5.23,5.50,4.90,5.55,7.12,7.48,7.44,,
  └─ Accumulated Depreciation,0.38,0.41,0.59,0.82,1.21,1.78,2.33,2.84,3.56,3.97,4.13,,
CWIP,0.04,0.04,0.06,0.38,0.37,0.23,0.59,0.30,0.69,1.02,1.14,0.00,
Investments,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.90,0.91,0.91,
Other Assets,6.51,5.97,8.64,14.67,16.26,17.76,16.25,19.26,26.94,34.20,35.55,40.23,
  └─ Inventories,4.54,3.80,4.46,7.25,10.56,9.44,9.23,9.05,14.51,15.99,14.21,12.14,
  └─ Trade receivables,0.69,1.01,3.11,1.07,1.26,1.94,1.86,2.81,4.57,3.18,4.91,6.63,
    └─ Receivables over 6m,0.24,0.22,0.22,0.18,0.28,0.42,0.36,2.46,1.70,1.94,3.88,,0.10
    └─ Receivables under 6m,0.45,0.79,2.89,0.90,0.98,1.53,1.49,0.35,2.86,1.24,1.03,,0.25
  └─ Cash Equivalents,0.00,0.05,0.06,3.36,1.74,3.52,2.36,3.82,2.08,5.99,8.69,15.65,
  └─ Loans n Advances,0.04,0.02,0.48,1.06,0.49,0.72,1.16,0.91,1.22,1.43,0.40,3.44,
  └─ Other asset items,1.24,1.09,0.53,1.93,2.21,2.14,1.64,2.67,4.56,7.61,7.34,2.37,
Total Assets,9.38,8.96,11.54,18.01,20.65,21.71,19.40,22.26,32.09,39.62,40.90,44.85,
