Metric,Mar 2025,Mar 2026
Equity Capital,,13.31
Reserves,,76.19
Borrowings,,17.66
  └─ Long term Borrowings,,6.22
  └─ Short term Borrowings,,11.44
Other Liabilities,,13.89
  └─ Trade Payables,,8.15
  └─ Other liability items,,5.74
Total Liabilities,,121.05
Fixed Assets,,25.76
  └─ Intangible Assets,,0.01
CWIP,,5.94
Investments,,0.31
Other Assets,,89.04
  └─ Inventories,,19.85
  └─ Trade receivables,,28.43
  └─ Cash Equivalents,,29.59
  └─ Other asset items,,11.17
Total Assets,,121.05
