Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,8,8,10,10,13,13
Reserves,124,147,182,303,403,669,685
Borrowings,43,62,81,50,62,89,235
  └─ Long term Borrowings,7,19,10,17,17,30,153
  └─ Short term Borrowings,32,43,71,33,44,54,78
  └─ Lease Liabilities,0,0,0,0,0,4,4
  └─ Other Borrowings,4,0,0,0,0,0,
Other Liabilities,50,55,71,83,101,162,187
  └─ Trade Payables,24,46,55,59,65,93,138
  └─ Advance from Customers,0,0,0,0,0,0,
  └─ Other liability items,26,9,17,25,35,69,49
Total Liabilities,225,273,342,447,576,933,1120
Fixed Assets,138,152,157,173,214,245,581
  └─ Land,4.66,12.41,11.93,12.51,15.59,15.59,
  └─ Building,19.95,20.09,21.20,22.76,33.18,55.08,
  └─ Plant Machinery,149.15,161.21,172.16,194.01,224.67,237.69,
  └─ Equipments,0.55,0.58,0.65,0.72,0.83,0.93,
  └─ Computers,0.49,0.34,0.32,0.53,0.81,1.29,
  └─ Furniture n fittings,15.32,16.76,17.50,19.14,23.55,30.28,
  └─ Vehicles,0.71,0.71,0.71,1.14,1.75,2.10,
  └─ Intangible Assets,0.41,0.41,0.41,0.41,0.41,0.41,2.85
  └─ Other fixed assets,0.11,0.43,0.75,0.74,0.64,2.65,
  └─ Gross Block,191.35,212.94,225.63,251.96,301.43,346.02,
  └─ Accumulated Depreciation,53.07,60.56,68.92,78.50,87.39,101.17,
CWIP,4,2,5,28,68,289,94
Investments,0,0,0,0,38,0,0
Other Assets,83,119,181,246,256,399,445
  └─ Inventories,56,50,68,91,111,130,146
  └─ Trade receivables,11,60,97,129,107,174,205
  └─ Cash Equivalents,4,1,3,4,11,30,19
  └─ Loans n Advances,0,2,2,3,2,4,7
  └─ Other asset items,11,7,11,19,24,62,69
Total Assets,225,273,342,447,576,933,1120
