Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,22,22,22,22,22,22,22,22
Reserves,1052,1081,1076,1094,1117,1199,1354,1417
Borrowing,81,122,125,122,121,113,106,220
Other Liabilities,1266,1256,1304,1340,1540,1691,1723,1855
  └─ Non controlling int,632,638,628,634,706,774,772,805
  └─ Trade Payables,0,222,271,273,304,315,298,345
  └─ Advance from Customers,0,25,8,10,9,14,16,
  └─ Other liability items,634,371,396,423,520,588,635,705
Total Liabilities,2420,2482,2527,2578,2801,3025,3204,3514
Fixed Assets,568,770,767,767,760,751,737,883
  └─ Land,56.23,56.78,61.91,64.97,64.97,70.82,70.67,
  └─ Building,294.01,499.42,516.49,532.31,548.09,558.28,568.95,
  └─ Plant Machinery,195.64,226.53,235.69,245.06,244.18,250.19,262.46,
  └─ Equipments,20.60,23.29,24.27,27.08,30.15,32.69,40.69,
  └─ Furniture n fittings,53.42,61.36,66.31,68.38,68.70,69.27,71.10,
  └─ Railway sidings,10.16,10.16,10.16,10.16,10.16,11.87,11.87,
  └─ Vehicles,3.63,3.68,8.21,3.52,3.97,5.58,7.07,
  └─ Intangible Assets,10.22,10.22,3.33,3.33,3.33,0.00,0.00,13.18
  └─ Other fixed assets,36.85,39.46,42.75,47.30,47.62,48.64,54.24,
  └─ Gross Block,680.76,930.90,969.12,1002.11,1021.17,1047.34,1087.05,
  └─ Accumulated Depreciation,112.54,160.65,201.88,235.24,260.86,296.75,349.64,
CWIP,117,24,32,11,28,52,67,34
Investments,325,375,386,436,518,565,632,730
Other Assets,1410,1313,1341,1364,1495,1657,1769,1867
  └─ Inventories,143,145,160,204,208,196,196,169
  └─ Trade receivables,276,274,288,315,361,427,479,535
    └─ Receivables over 6m,39,37,27,26,28,39,85,
    └─ Receivables under 6m,250,251,274,303,346,399,407,
    └─ Prov for Doubtful,-13,-15,-13,-14,-13,-12,-13,
  └─ Cash Equivalents,584,599,675,541,584,673,619,613
  └─ Loans n Advances,40,34,34,26,22,26,16,3
  └─ Other asset items,366,261,184,279,320,335,458,548
Total Assets,2420,2482,2527,2578,2801,3025,3204,3514
