Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,10,10,10,11,11,11,11,12,12
Reserves,566,587,673,712,959,1125,1366,1647,2845,3252
Borrowings,777,847,985,1058,806,800,1240,1755,2358,3623
  └─ Long term Borrowings,0,0,0,0,437,374,906,1125,1652,2411
  └─ Short term Borrowings,0,0,0,0,266,342,247,422,402,930
  └─ Lease Liabilities,0,0,0,0,102,84,88,208,304,283
  └─ Other Borrowings,777,847,985,1058,0,0,0,0,0,
Other Liabilities,469,556,657,527,576,739,1190,1293,1902,2091
  └─ Non controlling int,0,0,0,0,0,0,61,94,0,0
  └─ Trade Payables,300,363,331,282,352,463,693,801,1334,1460
  └─ Advance from Customers,25,20,28,26,31,53,80,64,120,
  └─ Other liability items,144,173,298,220,193,224,355,334,447,631
Total Liabilities,1818,1999,2325,2307,2352,2675,3807,4706,7116,8978
Fixed Assets,1228,1323,1589,1546,1510,1544,2124,2567,3670,4676
  └─ Land,76,76,77,77,77,85,95,116,581,
  └─ Building,149,159,176,183,193,224,315,386,708,
  └─ Plant Machinery,1171,1326,1678,1785,1927,2093,2562,2978,3766,
  └─ Equipments,10,14,16,17,18,21,22,38,47,
  └─ Furniture n fittings,3,3,3,5,5,5,6,6,7,
  └─ Vehicles,2,2,1,1,1,2,2,2,4,
  └─ Intangible Assets,7,6,10,11,11,11,201,201,203,225
  └─ Other fixed assets,10,81,116,151,126,129,132,287,461,
  └─ Gross Block,1429,1668,2077,2230,2358,2568,3334,4013,5778,
  └─ Accumulated Depreciation,201,344,489,684,848,1025,1210,1446,2107,
CWIP,11,24,91,89,32,42,97,179,345,382
Investments,3,4,4,3,2,3,3,4,11,14
Other Assets,576,648,642,669,807,1086,1583,1956,3090,3906
  └─ Inventories,228,300,323,326,406,626,836,1041,1332,1745
  └─ Trade receivables,171,202,210,194,239,296,535,577,921,1111
    └─ Receivables over 6m,171,209,217,0,0,0,21,33,56,
    └─ Receivables under 6m,7,0,0,202,247,304,522,550,881,
    └─ Prov for Doubtful,-7,-7,-6,-8,-8,-7,-7,-6,-17,
  └─ Cash Equivalents,40,49,27,72,47,43,47,83,123,179
  └─ Loans n Advances,16,17,32,19,62,41,48,51,71,73
  └─ Other asset items,120,80,50,58,53,79,116,204,643,799
Total Assets,1818,1999,2325,2307,2352,2675,3807,4706,7116,8978
