Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.99,0.99,0.99,31,36
Reserves,8,22,26,16,116
Borrowings,6,12,17,21,25
  └─ Long term Borrowings,2.27,2.11,1.93,1.73,0.00
  └─ Short term Borrowings,3.68,7.67,13.80,17.21,23.08
  └─ Lease Liabilities,0.00,1.77,1.68,1.68,1.49
  └─ Other Borrowings,0.00,-0.01,-0.01,-0.01,
Other Liabilities,3,2,7,22,16
  └─ Trade Payables,1.34,1.04,0.77,13.95,12.23
  └─ Other liability items,1.19,1.32,5.85,7.66,4.00
Total Liabilities,18,37,51,89,193
Fixed Assets,4,18,19,18,30
  └─ Building,0.79,2.71,4.74,5.32,
  └─ Plant Machinery,2.41,2.66,2.85,3.60,
  └─ Equipments,0.23,0.29,0.34,0.46,
  └─ Computers,0.04,0.04,0.07,0.10,
  └─ Furniture n fittings,0.37,0.83,0.84,0.85,
  └─ Vehicles,0.04,0.04,0.42,0.42,
  └─ Intangible Assets,0.00,12.77,12.87,12.87,20.99
  └─ Other fixed assets,0.01,0.15,0.14,0.14,
  └─ Gross Block,3.89,19.49,22.27,23.76,
  └─ Accumulated Depreciation,0.00,1.43,3.59,5.64,
CWIP,0,0,0,7,0
Investments,0,0,0,5,5
Other Assets,14,18,32,58,158
  └─ Inventories,0,2,2,7,4
  └─ Trade receivables,6,1,14,33,53
    └─ Receivables over 6m,0.00,0.00,3.11,9.56,
    └─ Receivables under 6m,6.49,0.91,10.48,23.40,
    └─ Prov for Doubtful,0.00,0.00,0.00,-0.10,
  └─ Cash Equivalents,2,15,12,7,9
  └─ Loans n Advances,0,0,1,2,85
  └─ Other asset items,5,1,3,9,8
Total Assets,18,37,51,89,193
