Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.60,3.60,7.40,7.40,11.11,11.11,11.11,11.11,11.11,11.11,11.11
Reserves,4.20,4.98,15.94,21.94,18.07,18.16,21.28,4.39,2.86,0.39,-7.11
Borrowings,26.94,24.77,47.32,51.65,41.14,32.04,14.83,1.02,0.72,1.33,16.16
  └─ Long term Borrowings,8.23,3.51,14.45,13.94,6.02,11.63,8.12,1.00,0.69,1.33,16.16
  └─ Short term Borrowings,17.89,20.55,31.55,32.81,31.58,16.57,5.60,0.02,0.03,0.00,0.00
  └─ Other Borrowings,0.82,0.71,1.32,4.90,3.54,3.84,1.11,0.00,0.00,0.00,
Other Liabilities,3.34,2.87,9.70,8.54,5.21,9.36,2.25,1.65,5.75,7.34,6.72
  └─ Trade Payables,1.93,0.20,5.84,3.79,2.76,7.80,0.75,0.68,0.25,1.03,6.22
  └─ Other liability items,1.41,2.67,3.86,4.75,2.45,1.56,1.50,0.97,5.50,6.31,0.50
Total Liabilities,35.08,36.22,80.36,89.53,75.53,70.67,49.47,18.17,20.44,20.17,26.88
Fixed Assets,6.05,6.88,18.93,37.92,33.97,29.89,26.49,1.15,0.66,0.18,0.00
  └─ Land,2.53,2.56,2.56,2.85,0.00,2.85,2.85,0.00,0.00,0.00,
  └─ Building,0.52,0.53,7.23,14.69,0.00,14.37,14.63,0.00,0.00,0.00,
  └─ Plant Machinery,3.16,4.58,10.01,23.02,0.00,19.17,19.36,0.93,0.07,0.02,
  └─ Equipments,0.09,0.12,0.10,0.12,0.00,0.04,0.04,0.02,0.03,0.02,
  └─ Computers,0.08,0.11,0.13,0.30,0.00,0.20,0.21,0.34,0.34,0.32,
  └─ Furniture n fittings,0.06,0.10,0.69,2.93,2.43,2.78,2.79,0.36,0.36,0.35,
  └─ Vehicles,0.25,0.53,0.77,0.78,0.00,0.43,0.41,1.11,1.11,0.98,
  └─ Other fixed assets,0.01,0.00,-0.01,0.00,31.54,0.00,0.00,0.47,0.53,0.36,
  └─ Gross Block,6.70,8.53,21.48,44.69,33.97,39.84,40.29,3.23,2.44,2.05,
  └─ Accumulated Depreciation,0.65,1.66,2.55,6.76,0.00,9.94,13.80,2.08,1.78,1.87,
CWIP,0.00,0.50,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Other Assets,29.03,28.84,51.91,51.61,41.56,40.78,22.98,17.02,19.78,19.99,26.88
  └─ Inventories,13.61,9.94,24.03,6.26,15.29,13.42,8.32,0.25,3.46,0.00,1.62
  └─ Trade receivables,11.44,13.53,15.25,29.87,10.54,14.20,6.78,6.36,1.94,2.44,9.49
    └─ Receivables over 6m,0.04,0.00,0.06,0.41,0.50,0.00,0.00,0.00,0.13,1.36,
    └─ Receivables under 6m,11.40,13.53,15.19,29.45,10.05,14.20,6.78,6.36,1.82,1.08,
  └─ Cash Equivalents,0.73,1.39,1.49,1.40,1.36,1.70,1.99,1.75,0.91,0.08,0.03
  └─ Loans n Advances,0.80,1.37,2.50,3.99,3.58,0.06,0.06,0.01,2.27,4.48,12.23
  └─ Other asset items,2.45,2.61,8.64,10.09,10.79,11.40,5.83,8.65,11.20,12.99,3.51
Total Assets,35.08,36.22,80.36,89.53,75.53,70.67,49.47,18.17,20.44,20.17,26.88
