Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,10,10,11,11,15,19
Reserves,16,13,15,29,55,196,434
Borrowings,17,36,41,41,50,258,386
  └─ Long term Borrowings,6,16,23,6,10,54,191
  └─ Short term Borrowings,8,13,17,35,40,204,186
  └─ Lease Liabilities,0,0,0,0,0,0,9
  └─ Other Borrowings,3,7,0,0,0,0,
Other Liabilities,13,22,26,29,47,104,468
  └─ Non controlling int,0,0,0,0,0,6,40
  └─ Trade Payables,11,17,18,14,37,60,136
  └─ Advance from Customers,0,1,5,2,0,0,
  └─ Other liability items,1,4,4,13,10,39,293
Total Liabilities,51,81,92,110,163,574,1306
Fixed Assets,7,18,20,22,22,26,118
  └─ Land,1.28,10.76,11.82,12.94,13.52,13.52,
  └─ Building,0.52,0.47,1.15,1.18,1.22,1.31,
  └─ Plant Machinery,5.74,5.49,6.26,7.29,0.00,0.00,
  └─ Equipments,0.05,0.05,0.07,0.10,9.20,11.38,
  └─ Computers,0.30,0.12,0.17,0.21,0.26,0.38,
  └─ Furniture n fittings,1.17,0.72,0.65,0.65,1.05,2.06,
  └─ Vehicles,1.23,1.06,1.99,1.99,1.99,4.35,
  └─ Intangible Assets,0.01,0.54,0.84,1.03,1.33,1.44,0.69
  └─ Other fixed assets,0.10,1.14,1.45,3.40,0.74,0.19,
  └─ Gross Block,10.40,20.35,24.40,28.79,29.31,34.63,
  └─ Accumulated Depreciation,3.67,1.95,4.10,6.69,6.85,8.62,
CWIP,1,0,0,3,8,84,68
Investments,0,0,1,1,1,2,31
Other Assets,43,62,70,84,131,462,1089
  └─ Inventories,13,20,28,35,45,112,184
  └─ Trade receivables,20,31,27,24,31,120,234
  └─ Cash Equivalents,2,0,0,0,0,2,125
  └─ Loans n Advances,3,1,1,1,11,37,57
  └─ Other asset items,5,10,14,24,44,191,490
Total Assets,51,81,92,110,163,574,1306
