Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,7.04,7.04,7.04,7.04,7.04,7.04,7.04,7.04,7.04,7.04
Reserves,-7.73,-5.10,2.64,1.97,13.34,19.87,27.04,32.06,36.32,40.79
Borrowings,9.14,9.25,7.85,7.67,6.42,1.13,0.43,0.43,0.43,0.43
  └─ Long term Borrowings,9.14,9.25,7.85,7.67,6.42,1.13,0.43,0.43,0.43,0.00
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43
Other Liabilities,0.01,0.02,0.09,0.00,0.57,0.13,0.03,0.04,0.02,0.03
  └─ Trade Payables,0.00,0.00,0.00,0.00,0.24,0.00,0.03,0.03,0.02,0.02
  └─ Other liability items,0.01,0.02,0.09,0.00,0.33,0.13,0.00,0.01,0.00,0.01
Total Liabilities,8.46,11.21,17.62,16.68,27.37,28.17,34.54,39.57,43.81,48.29
Fixed Assets,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.00,0.00,0.00
  └─ Equipments,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,
  └─ Furniture n fittings,0.42,0.42,0.42,0.42,0.41,0.42,0.42,0.42,0.42,
  └─ Gross Block,0.78,0.78,0.78,0.78,0.77,0.78,0.78,0.78,0.78,
  └─ Accumulated Depreciation,0.76,0.76,0.76,0.76,0.75,0.76,0.76,0.78,0.78,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04
Investments,3.70,6.51,12.67,16.24,24.22,27.49,34.21,38.68,42.35,46.65
Other Assets,4.74,4.68,4.93,0.42,3.13,0.66,0.31,0.89,1.42,1.60
  └─ Trade receivables,4.52,4.52,4.52,0.00,2.46,0.00,0.00,0.00,0.00,0.00
  └─ Cash Equivalents,0.11,0.05,0.31,0.31,0.44,0.36,0.28,0.85,1.35,1.49
  └─ Loans n Advances,0.00,0.00,0.00,0.00,0.13,0.07,0.02,0.01,0.02,0.00
  └─ Other asset items,0.11,0.11,0.10,0.11,0.10,0.23,0.01,0.03,0.05,0.11
Total Assets,8.46,11.21,17.62,16.68,27.37,28.17,34.54,39.57,43.81,48.29
