Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,19,19,19,19,19,19,19,19,19,19,19,19
Reserves,1070,1173,1364,1545,1705,1839,2113,2345,2802,3107,3510,3881
Borrowings,340,320,156,129,97,70,62,240,277,172,216,413
  └─ Long term Borrowings,57,36,7,7,5,4,5,8,43,28,25,26
  └─ Short term Borrowings,220,227,142,118,87,55,36,204,187,85,95,279
  └─ Lease Liabilities,0,0,0,0,0,9,21,28,47,59,96,108
  └─ Preference Capital,0,0,0,5,5,4,5,8,0,0,0,0
  └─ Other Borrowings,63,57,7,-1,0,-2,-5,-8,0,0,0,
Other Liabilities,387,348,374,394,401,354,486,692,774,793,835,978
  └─ Non controlling int,58,62,66,61,52,46,46,86,128,139,147,108
  └─ Trade Payables,171,134,165,198,209,195,303,370,336,337,350,422
  └─ Advance from Customers,9,4,7,9,0,0,0,0,0,0,0,
  └─ Other liability items,149,147,136,126,140,113,136,236,310,317,338,448
Total Liabilities,1816,1860,1913,2088,2222,2283,2679,3296,3872,4091,4580,5291
Fixed Assets,793,659,705,736,695,748,777,1006,1527,1555,1716,1906
  └─ Land,35,10,11,11,10,33,35,49,94,95,98,
  └─ Building,282,165,198,214,217,241,283,336,447,473,563,
  └─ Plant Machinery,979,415,528,636,683,769,842,939,1207,1316,1521,
  └─ Furniture n fittings,24,8,10,11,12,12,13,13,55,69,82,
  └─ Vehicles,18,10,12,15,16,15,18,21,43,49,61,
  └─ Intangible Assets,136,133,131,131,139,150,144,293,442,455,483,517
  └─ Other fixed assets,4,2,3,5,6,7,14,25,96,102,128,
  └─ Gross Block,1479,744,894,1024,1083,1227,1350,1676,2382,2558,2936,
  └─ Accumulated Depreciation,686,85,189,288,388,479,573,670,855,1003,1220,
CWIP,43,85,73,30,46,39,28,58,87,84,118,141
Investments,41,131,124,180,227,189,127,138,161,172,201,199
Other Assets,938,985,1011,1141,1254,1307,1747,2094,2096,2280,2544,3045
  └─ Inventories,388,370,387,438,533,508,461,691,899,850,1055,1117
  └─ Trade receivables,370,367,381,475,514,402,478,485,627,679,766,891
  └─ Cash Equivalents,99,113,126,129,98,294,689,352,400,558,381,700
  └─ Loans n Advances,26,24,34,35,35,28,43,51,69,56,61,30
  └─ Other asset items,55,110,84,65,75,76,77,516,101,137,282,306
Total Assets,1816,1860,1913,2088,2222,2283,2679,3296,3872,4091,4580,5291
