Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,27,27,27,27,27,27,27,27,27,27,27,27,
Reserves,135,133,139,142,150,146,113,98,146,163,203,231,
Borrowings,91,82,112,106,102,152,163,149,158,200,221,641,
  └─ Long term Borrowings,65,59,101,96,89,85,94,72,65,47,79,82,
  └─ Short term Borrowings,10,10,3,3,3,3,15,8,10,20,21,16,
  └─ Lease Liabilities,0,0,0,0,0,54,54,68,82,132,121,543,
  └─ Other Borrowings,16,13,7,7,10,9,0,0,-0,-0,0,,
Other Liabilities,92,100,130,126,124,124,115,89,93,79,86,143,
  └─ Non controlling int,34,37,48,45,44,42,33,22,24,17,16,17,
  └─ Trade Payables,26,30,33,32,35,33,40,38,37,33,33,40,
  └─ Advance from Customers,5,5,7,10,7,9,0,0,0,0,0,,
  └─ Other liability items,27,29,42,40,38,39,43,29,32,29,37,85,
Total Liabilities,346,342,408,402,403,449,419,362,423,470,538,1042,
Fixed Assets,248,238,286,272,264,307,243,193,206,255,253,730,
  └─ Land,171.46,75.00,117.28,117.20,117.71,129.69,83.37,72.68,76.08,77.62,88.95,,
  └─ Building,34.67,80.69,136.03,135.76,136.88,183.61,183.80,150.31,172.59,232.86,231.81,,
  └─ Plant Machinery,82.21,68.45,102.68,102.47,102.74,104.04,104.59,75.86,77.09,80.17,82.58,,
  └─ Equipments,9.10,9.09,9.29,9.30,9.48,9.64,9.67,10.03,11.35,12.10,12.34,,
  └─ Computers,4.92,4.08,6.03,6.13,6.06,6.31,6.35,4.84,5.32,5.93,5.86,,
  └─ Furniture n fittings,39.85,37.83,48.58,49.31,50.54,51.26,51.20,45.71,46.27,47.40,47.76,,
  └─ Vehicles,6.13,5.72,7.55,7.75,7.63,7.77,7.65,7.50,9.27,11.35,15.05,,
  └─ Intangible Assets,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.64,17.64,17.64,17.64,17.86,
  └─ Other fixed assets,0.34,65.75,0.44,0.00,0.01,0.67,0.68,0.73,0.77,0.81,0.88,,
  └─ Gross Block,366.43,364.36,445.63,445.67,448.80,510.74,465.06,385.30,416.38,485.88,502.87,,
  └─ Accumulated Depreciation,118.19,126.24,159.39,173.23,184.71,203.66,222.54,192.57,210.57,230.43,249.96,,
CWIP,20,22,22,21,21,21,1,0,1,0,17,2,
Investments,0,0,0,0,0,0,0,24,27,30,34,77,
Other Assets,78,82,100,108,118,120,175,145,190,184,234,232,
  └─ Inventories,2,2,2,2,2,2,2,2,2,3,3,3,
  └─ Trade receivables,15,15,19,23,19,23,10,21,32,33,37,38,
    └─ Receivables over 6m,2.89,3.33,0.00,0.00,0.00,0.00,3.09,1.93,2.82,3.13,4.03,,0.00
    └─ Receivables under 6m,15.46,15.03,23.09,27.13,22.47,27.99,9.62,20.83,31.86,32.92,37.54,,15.58
    └─ Prov for Doubtful,-2.89,-3.12,-4.27,-3.84,-3.90,-4.72,-3.09,-1.93,-2.64,-3.13,-4.37,,-3.18
  └─ Cash Equivalents,14,14,23,26,42,40,44,47,71,51,57,40,
  └─ Loans n Advances,3,2,6,7,6,6,3,6,4,5,11,64,
  └─ Other asset items,43,49,50,49,49,49,117,69,81,92,126,87,
Total Assets,346,342,408,402,403,449,419,362,423,470,538,1042,
