Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.01,0.01,4.00,5.48,5.48,5.48,5.48
Reserves,3.79,4.86,2.94,16.90,17.70,18.58,13.92
Borrowings,2.09,2.27,2.79,6.70,2.86,4.98,12.35
  └─ Long term Borrowings,0.37,0.36,0.56,0.31,0.52,2.05,4.73
  └─ Short term Borrowings,1.72,1.92,2.23,6.39,2.33,2.93,7.62
  └─ Other Borrowings,0.00,-0.01,0.00,0.00,0.01,0.00,
Other Liabilities,4.01,3.90,3.03,3.60,2.62,3.22,3.21
  └─ Non controlling int,0.06,0.03,0.04,0.00,0.00,0.00,0.00
  └─ Trade Payables,2.76,2.50,1.86,2.16,1.54,1.93,2.19
  └─ Advance from Customers,0.01,0.01,0.00,0.19,0.18,0.00,
  └─ Other liability items,1.18,1.36,1.13,1.25,0.90,1.29,1.02
Total Liabilities,9.90,11.04,12.76,32.68,28.66,32.26,34.96
Fixed Assets,0.36,0.47,1.22,1.97,2.02,1.53,12.99
  └─ Land,0.00,0.00,0.00,0.16,0.16,0.16,
  └─ Building,0.00,0.16,0.00,0.00,0.00,0.00,
  └─ Plant Machinery,0.00,0.00,0.15,0.01,0.01,0.01,
  └─ Equipments,0.03,0.05,0.13,0.15,0.19,0.19,
  └─ Computers,0.48,0.56,0.77,1.90,1.90,1.90,
  └─ Furniture n fittings,0.64,0.65,0.60,0.64,0.67,0.67,
  └─ Vehicles,0.16,0.16,0.98,0.98,1.47,1.47,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,12.12
  └─ Other fixed assets,0.00,0.02,-0.01,0.00,0.01,0.02,
  └─ Gross Block,1.31,1.60,2.62,3.84,4.41,4.42,
  └─ Accumulated Depreciation,0.95,1.13,1.40,1.86,2.39,2.89,
CWIP,0.47,0.47,1.33,4.29,9.41,11.56,0.00
Investments,2.65,5.16,5.99,13.26,4.51,3.19,0.73
Other Assets,6.42,4.94,4.22,13.16,12.72,15.98,21.24
  └─ Trade receivables,3.09,2.20,2.54,4.22,4.20,7.12,6.26
    └─ Receivables over 6m,1.01,0.41,1.70,0.55,3.12,4.42,
    └─ Receivables under 6m,2.08,1.79,0.84,3.67,1.08,2.70,
  └─ Cash Equivalents,0.17,1.62,0.42,0.50,0.36,0.61,6.42
  └─ Loans n Advances,0.19,0.13,0.65,6.93,6.81,6.92,6.64
  └─ Other asset items,2.97,0.99,0.61,1.51,1.35,1.33,1.92
Total Assets,9.90,11.04,12.76,32.68,28.66,32.26,34.96
