Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,28,28,47,573,584,585,586,622,622
Reserves,-28,146,1131,803,1416,1705,2064,4873,5361
Borrowings,614,163,366,447,151,295,412,202,442
  └─ Long term Borrowings,394,73,177,191,44,49,29,8,8
  └─ Short term Borrowings,35,39,85,174,27,169,204,5,234
  └─ Lease Liabilities,126,18,60,83,81,78,179,189,200
  └─ Other Borrowings,58,33,44,0,0,0,0,0,
Other Liabilities,869,1295,307,375,444,474,802,840,1039
  └─ Non controlling int,3,2,0,0,0,0,150,150,149
  └─ Trade Payables,330,69,116,224,219,249,298,324,462
  └─ Advance from Customers,5,4,5,9,9,0,0,0,
  └─ Other liability items,532,1219,185,141,217,226,355,366,427
Total Liabilities,1484,1633,1851,2198,2596,3060,3865,6537,7464
Fixed Assets,793,291,1065,1217,1384,1588,1951,2127,3938
  └─ Land,1,24,93,93,93,95,95,95,
  └─ Building,282,61,121,149,158,216,332,370,
  └─ Plant Machinery,474,164,277,361,640,914,1125,1482,
  └─ Equipments,28,5,8,9,11,15,19,22,
  └─ Computers,4,5,8,11,14,20,23,27,
  └─ Furniture n fittings,3,3,5,5,7,10,12,16,
  └─ Vehicles,8,8,10,11,16,20,25,30,
  └─ Intangible Assets,158,70,247,347,347,347,558,565,2118
  └─ Other fixed assets,11,5,415,424,428,441,464,473,
  └─ Gross Block,970,345,1185,1410,1714,2077,2655,3080,
  └─ Accumulated Depreciation,177,54,119,194,329,489,704,952,
CWIP,18,13,90,83,147,91,364,419,136
Investments,1,0,2,0,7,233,42,864,550
Other Assets,672,1328,694,898,1058,1149,1509,3126,2841
  └─ Inventories,284,68,196,306,363,323,347,349,616
  └─ Trade receivables,281,152,234,417,445,609,648,705,1151
  └─ Cash Equivalents,26,26,167,28,77,70,274,1302,348
  └─ Loans n Advances,13,2,12,15,19,28,41,46,54
  └─ Other asset items,68,1081,85,133,153,119,198,724,672
Total Assets,1484,1633,1851,2198,2596,3060,3865,6537,7464
