Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,11,11,11,12,12,12,12,13,13,14,14,14,
Reserves,187,172,145,211,236,285,242,256,284,369,368,335,
Borrowings,208,192,236,143,150,165,140,102,96,49,99,186,
  └─ Long term Borrowings,51,46,48,25,24,23,57,21,38,1,21,70,
  └─ Short term Borrowings,152,134,161,94,118,94,31,34,27,28,51,96,
  └─ Lease Liabilities,0,0,0,0,0,37,38,37,31,20,27,20,
  └─ Other Borrowings,5,12,26,25,9,11,14,11,0,0,0,,
Other Liabilities,74,76,49,52,81,56,74,58,70,66,66,90,
  └─ Trade Payables,35,41,33,38,59,34,33,40,52,49,50,67,
  └─ Advance from Customers,6,10,3,2,7,2,25,1,0,0,0,,
  └─ Other liability items,33,25,13,12,14,20,16,18,18,17,16,23,
Total Liabilities,480,451,441,418,479,518,468,429,463,498,547,626,
Fixed Assets,199,198,233,231,233,260,291,255,250,224,275,303,
  └─ Land,9,11,121,125,125,128,128,101,101,101,101,,
  └─ Building,48,48,37,43,44,45,62,64,68,68,77,,
  └─ Plant Machinery,174,187,72,77,86,87,115,110,113,111,129,,
  └─ Equipments,23,25,4,2,4,5,7,10,11,13,15,,
  └─ Furniture n fittings,9,10,1,1,2,3,4,4,4,4,6,,
  └─ Vehicles,6,6,1,0,1,3,3,3,3,3,3,,
  └─ Intangible Assets,0,2,1,1,1,1,1,1,1,1,1,123,
  └─ Other fixed assets,23,22,8,10,12,47,63,73,84,87,138,,
  └─ Gross Block,292,311,247,260,276,319,383,365,385,388,470,,
  └─ Accumulated Depreciation,93,114,14,28,43,59,92,110,135,164,195,,
CWIP,0,5,4,1,2,50,9,4,11,50,49,11,
Investments,0,0,0,0,0,0,0,0,1,1,2,4,
Other Assets,281,249,205,186,244,208,168,169,201,224,221,307,
  └─ Inventories,25,35,35,44,61,39,28,39,57,47,52,69,
  └─ Trade receivables,171,149,90,90,115,106,80,63,68,80,61,75,
    └─ Receivables over 6m,23,57,0,0,0,0,0,18,10,8,11,,31
    └─ Receivables under 6m,150,97,159,124,127,109,84,50,64,77,55,,121
    └─ Prov for Doubtful,-2,-5,-69,-34,-12,-3,-4,-4,-5,-5,-5,,-8
  └─ Cash Equivalents,4,10,3,2,4,7,6,7,4,8,9,19,
  └─ Loans n Advances,5,6,6,7,13,8,7,8,7,9,13,3,
  └─ Other asset items,77,49,71,43,52,48,47,53,64,81,86,141,
Total Assets,480,451,441,418,479,518,468,429,463,498,547,626,
