Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,482,362,362,334,334,334,334,334,334,334,334,334
Reserves,16322,10671,12198,9177,11748,12914,15090,18979,23238,28804,34647,40707
Borrowings,165,80,1022,905,4116,5927,53,49,52,50,51,11
  └─ Long term Borrowings,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Short term Borrowings,0.00,0.00,950.00,764.06,4016.20,5886.50,9.07,0.00,0.00,0.00,0.00,0.00
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,2.39,2.49,2.65,1.10,1.16,10.97
  └─ Other Borrowings,164.65,79.80,72.03,40.46,0.00,40.47,41.82,46.78,49.04,49.02,50.28,
Other Liabilities,47370,45420,38163,38047,35298,35027,37619,40892,45652,51723,73665,91362
  └─ Non controlling int,0,0,0,-0,4,4,4,4,4,4,4,3
  └─ Trade Payables,2342,2151,1574,1666,2629,4084,2256,2558,3135,3413,5106,4432
  └─ Advance from Customers,29152,25634,18394,4575,13753,12601,16553,4352,5540,7363,9789,
  └─ Other liability items,15877,17634,18194,31807,18911,18338,18806,33979,36974,40943,58767,86927
Total Liabilities,64339,56532,51744,48463,51496,54203,53096,60254,69276,80911,108698,132415
Fixed Assets,7366,6925,7350,7566,7459,7357,7166,6766,6834,6737,6671,9581
  └─ Land,25,26,26,30,29,33,33,28,28,28,28,
  └─ Building,1019,1083,789,1099,1206,1372,1432,1456,1866,1892,1979,
  └─ Plant Machinery,2645,2764,1421,1765,2039,2291,2275,2364,2496,2711,2951,
  └─ Equipments,173,183,4446,4690,5066,5438,5915,6212,6752,7254,7815,
  └─ Furniture n fittings,108,122,61,72,82,86,85,90,103,112,130,
  └─ Railway sidings,1,1,0,0,0,0,0,0,0,0,0,
  └─ Vehicles,228,237,192,254,375,391,412,415,483,490,497,
  └─ Intangible Assets,0,0,1352,1712,1955,2061,2507,2919,3287,3788,4089,3413
  └─ Other fixed assets,7466,8907,638,486,498,507,513,519,842,892,954,
  └─ Gross Block,11665,13325,8924,10108,11251,12180,13172,14003,15857,17168,18445,
  └─ Accumulated Depreciation,4299,6399,1574,2542,3792,4822,6006,7237,9023,10431,11774,
CWIP,235,1025,1389,1462,1502,2043,1950,2473,1885,2493,3098,1026
Investments,570,916,994,1010,910,991,1121,1363,1458,1591,1754,1914
Other Assets,56168,47666,42011,38425,41625,43812,42860,49653,59099,70089,97176,119894
  └─ Inventories,25188,23982,21520,20131,20447,20361,18005,16210,14221,16033,24107,30851
  └─ Trade receivables,6292,4837,4220,6752,12458,11235,5668,4642,4719,4617,4648,4066
    └─ Receivables over 6m,2778,0,0,0,0,0,0,2655,2159,2133,2100,
    └─ Receivables under 6m,3523,4938,4350,6920,12625,11394,5803,2125,2713,2649,2690,
    └─ Prov for Doubtful,-9,-101,-129,-168,-167,-160,-135,-139,-153,-166,-143,
  └─ Cash Equivalents,17768,13303,11149,6546,124,317,7177,14348,20317,26432,38182,46197
  └─ Loans n Advances,987,1279,829,945,1042,1170,951,-962,-1093,-41,-186,425
  └─ Other asset items,5934,4264,4293,4052,7555,10729,11058,15416,20935,23049,30424,38355
Total Assets,64339,56532,51744,48463,51496,54203,53096,60254,69276,80911,108698,132415
