Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,91,91,92,97,97,102,102,101,100,100,101,102,
Reserves,20951,32345,29959,30288,31988,32035,31713,35524,38606,44216,47084,50797,
Borrowings,42466,46797,45850,42962,39559,36824,29910,13502,13046,16472,18406,22610,
  └─ Long term Borrowings,0,36354,32598,32956,29940,27897,20230,8434,7208,10058,14005,19595,
  └─ Short term Borrowings,0,7778,7360,6243,4826,2779,9079,4428,5228,5838,3837,2443,
  └─ Lease Liabilities,0,0,0,0,0,0,600,640,611,576,564,572,
  └─ Other Borrowings,42466,2665,5892,3763,4793,6149,0,0,0,0,0,,
Other Liabilities,12028,13166,14674,15884,17357,20780,16116,27517,17674,17888,20175,24253,
  └─ Non controlling int,857,900,647,440,-526,-776,-878,1471,313,435,234,942,
  └─ Trade Payables,2053,2318,2915,4190,5204,5567,4038,5252,4700,4682,5713,8778,
  └─ Advance from Customers,0,381,667,1083,1671,3442,2448,2117,1310,789,939,,
  └─ Other liability items,9118,9567,10446,10170,11008,12548,10508,18678,11351,11983,13288,14534,
Total Liabilities,75537,92398,90575,89230,89001,89742,77840,76644,69427,78676,85766,97762,
Fixed Assets,46643,65038,65932,68450,69039,69382,54350,45488,43542,48384,48989,65209,
  └─ Land,0,5991,6043,5997,6014,6090,5969,5636,5650,5702,5674,,
  └─ Building,0,9517,10015,10712,10989,11181,9983,7898,7976,8285,8589,,
  └─ Plant Machinery,0,48833,52779,57645,62438,64954,55792,42869,43392,49604,52927,,
  └─ Equipments,0,59,66,71,72,78,64,57,64,85,101,,
  └─ Furniture n fittings,0,2016,2425,3078,4380,4693,1717,1733,1771,2411,3001,,
  └─ Vehicles,0,195,189,185,207,246,182,180,234,300,325,,
  └─ Intangible Assets,548,6935,7279,7492,7349,7005,8144,8685,8419,8632,8565,2676,
  └─ Other fixed assets,46095,49,83,68,72,1178,676,732,755,682,686,,
  └─ Gross Block,46643,73595,78879,85250,91520,95426,82527,67788,68262,75702,79870,,
  └─ Accumulated Depreciation,0,8557,12948,16800,22481,26044,28177,22301,24720,27318,30881,,
CWIP,9068,11827,9716,4978,4027,3126,1712,2538,7870,9611,16725,7265,
Investments,1785,392,368,146,150,181,1156,470,907,819,2201,3168,
Other Assets,18040,15142,14559,15657,15784,17054,20624,28147,17108,19862,17851,22120,
  └─ Inventories,4849,3254,3599,4960,6510,6369,5943,7281,5887,7077,5610,8023,
  └─ Trade receivables,1691,1429,1717,1826,3029,3549,2794,1264,974,1665,1363,1729,
    └─ Receivables over 6m,0,1469,1769,1908,0,0,0,1126,349,318,327,,209
    └─ Receivables under 6m,1691,0,0,0,3309,3859,3112,442,928,1636,1341,,1565
    └─ Prov for Doubtful,0,-40,-52,-82,-281,-309,-318,-304,-303,-289,-305,,-1
  └─ Cash Equivalents,1139,620,477,468,422,906,6152,3669,4717,4024,4180,4142,
  └─ Loans n Advances,0,592,1599,1881,1372,4064,3300,1660,1445,2278,1664,355,
  └─ Other asset items,10362,9246,7167,6523,4453,2166,2434,14273,4085,4818,5033,7872,
Total Assets,75537,92398,90575,89230,89001,89742,77840,76644,69427,78676,85766,97762,
