Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,12,12,12,40,40,40,40
Reserves,57,67,93,81,89,110,137
Borrowings,52,86,84,76,109,115,129
  └─ Long term Borrowings,28,37,28,35,31,20,27
  └─ Short term Borrowings,18,42,49,34,70,87,93
  └─ Lease Liabilities,0,0,7,7,8,8,8
  └─ Other Borrowings,7,7,0,0,-0,0,
Other Liabilities,19,32,32,31,36,43,52
  └─ Trade Payables,5.86,10.96,15.50,15.23,17.09,18.55,21.90
  └─ Other liability items,13.12,20.89,16.43,15.76,18.56,24.39,30.41
Total Liabilities,140,197,222,227,273,308,358
Fixed Assets,58,87,94,99,108,100,106
  └─ Land,3.54,8.22,20.61,20.56,22.71,24.29,
  └─ Building,28.48,36.33,36.46,42.81,45.90,42.53,
  └─ Plant Machinery,34.24,56.66,59.27,66.55,80.93,82.62,
  └─ Equipments,0.55,0.64,0.89,0.98,1.17,1.40,
  └─ Computers,0.45,0.59,0.72,0.82,0.91,0.96,
  └─ Furniture n fittings,1.45,1.47,1.48,1.50,1.50,1.57,
  └─ Vehicles,2.31,2.85,3.29,4.06,4.51,4.28,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,2.05
  └─ Other fixed assets,0.04,0.03,0.03,0.04,0.03,0.03,
  └─ Gross Block,71.06,106.79,122.75,137.32,157.66,157.68,
  └─ Accumulated Depreciation,13.02,19.69,29.06,38.69,49.61,57.95,
CWIP,14,0,0,13,0,2,26
Investments,0,0,-0,-0,22,23,24
Other Assets,68,109,128,116,143,183,202
  └─ Inventories,30,57,59,58,72,81,83
  └─ Trade receivables,18,21,36,28,42,46,65
  └─ Cash Equivalents,4,6,5,5,5,6,6
  └─ Loans n Advances,1,1,1,1,2,14,23
  └─ Other asset items,14,24,27,24,22,36,26
Total Assets,140,197,222,227,273,308,358
