Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,14,14,28,28,28,28,28,30,30
Reserves,24,57,67,56,66,77,86,94,141,174
Borrowings,65,50,40,55,50,51,65,93,65,80
  └─ Long term Borrowings,20,10,4,11,9,13,14,26,12,16
  └─ Short term Borrowings,38,34,26,28,39,35,49,65,51,63
  └─ Lease Liabilities,0,0,3,2,2,2,2,2,2,2
  └─ Other Borrowings,6,6,7,14,0,0,0,0,0,
Other Liabilities,18,21,21,31,35,35,19,21,41,48
  └─ Non controlling int,0.37,0.44,-0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Trade Payables,7.98,7.15,11.58,21.64,24.16,19.65,9.46,6.52,18.66,23.21
  └─ Advance from Customers,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.04,3.43,
  └─ Other liability items,9.47,13.39,9.37,9.02,10.65,15.31,10.02,14.20,18.66,25.24
Total Liabilities,112,142,142,170,179,191,198,235,276,332
Fixed Assets,64,61,48,67,63,56,59,77,67,115
  └─ Land,0.00,0.00,0.00,0.00,0.00,0.00,1.24,1.24,1.24,
  └─ Building,0.00,0.00,0.88,0.88,0.88,0.88,1.52,1.52,1.52,
  └─ Plant Machinery,82.15,13.78,75.21,99.60,98.20,95.77,98.92,117.30,111.95,
  └─ Equipments,0.23,70.19,0.27,0.27,0.28,0.31,0.34,0.50,0.49,
  └─ Computers,0.55,0.64,0.73,0.88,0.97,1.04,1.19,1.27,1.30,
  └─ Furniture n fittings,1.28,1.31,1.39,1.57,1.69,1.76,2.18,3.44,3.75,
  └─ Vehicles,4.09,4.01,4.37,4.61,4.84,5.02,5.69,6.27,5.83,
  └─ Intangible Assets,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,19.42
  └─ Other fixed assets,9.09,8.85,10.18,9.80,9.43,11.32,9.60,9.36,9.11,
  └─ Gross Block,97.50,98.89,93.14,117.72,116.40,116.21,120.79,141.01,135.30,
  └─ Accumulated Depreciation,33.33,37.81,45.47,50.48,53.83,59.88,61.57,63.56,68.43,
CWIP,0,0,0,0,0,4,8,11,15,0
Investments,0,1,3,2,3,2,3,4,5,9
Other Assets,47,80,91,100,113,128,128,143,189,208
  └─ Inventories,22,25,28,30,32,35,41,43,46,51
  └─ Trade receivables,15,41,48,57,61,67,56,57,76,117
  └─ Cash Equivalents,5,3,7,4,7,8,8,9,41,12
  └─ Loans n Advances,2,4,2,1,2,1,2,5,6,11
  └─ Other asset items,4,8,7,7,10,17,20,28,20,17
Total Assets,112,142,142,170,179,191,198,235,276,332
