Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,51,51,51,57,57,57,64,64,64,64,64,64,
Reserves,4991,6554,7239,9719,9983,9873,11380,11689,12515,13839,14702,16652,
Borrowings,1106,1547,3437,4661,5111,6764,7334,7061,6421,4905,4410,3675,
  └─ Long term Borrowings,334,649,2156,3700,4166,5148,4786,4408,3790,2673,1829,1502,
  └─ Short term Borrowings,467,740,1089,745,555,1432,1619,1785,1798,1269,1548,1130,
  └─ Lease Liabilities,0,0,0,0,0,0,928,867,833,963,1033,1044,
  └─ Other Borrowings,306,158,192,215,390,184,0,0,0,0,0,,
Other Liabilities,2451,3442,4507,5620,5000,6512,7040,8228,8282,8068,8051,8849,
  └─ Trade Payables,893,1543,1732,2447,2066,2309,2807,3531,3396,2726,2874,3224,
  └─ Advance from Customers,30,46,0,0,0,0,0,1089,1093,1196,1236,,
  └─ Other liability items,1528,1853,2775,3173,2934,4203,4233,3608,3794,4146,3940,5625,
Total Liabilities,8600,11594,15233,20058,20151,23205,25816,27041,27281,26875,27227,29240,
Fixed Assets,4382,5214,6692,10403,11754,15448,16420,17591,17653,17006,16411,16646,
  └─ Land,178,261,238,280,277,284,294,1598,1779,2023,2129,,
  └─ Building,1236,1254,1458,2418,2711,4552,4918,3909,4089,4086,4208,,
  └─ Plant Machinery,6929,7921,9239,12360,13747,16487,18286,20103,20295,20497,20741,,
  └─ Equipments,17,85,89,143,138,173,183,187,218,228,238,,
  └─ Furniture n fittings,320,377,446,715,813,982,1043,1123,1223,1212,1198,,
  └─ Vehicles,76,88,88,103,115,184,198,213,221,246,260,,
  └─ Intangible Assets,322,400,363,421,408,437,451,442,469,474,488,1124,
  └─ Other fixed assets,103,666,708,986,1060,1243,1410,1423,1587,1646,1753,,
  └─ Gross Block,9179,11053,12628,17426,19267,24341,26783,28997,29880,30412,31015,,
  └─ Accumulated Depreciation,4797,5839,5937,7023,7513,8893,10364,11406,12227,13406,14604,,
CWIP,218,994,2915,2304,1539,1642,1107,618,253,348,435,918,
Investments,101,506,396,1342,6,19,110,481,436,532,45,62,
Other Assets,3899,4880,5230,6008,6852,6096,8181,8350,8940,8989,10335,11614,
  └─ Inventories,1778,1939,2646,2945,3484,3207,3319,4155,4428,4246,5131,5452,
  └─ Trade receivables,959,1084,1128,1435,1314,940,1381,2051,2489,2665,3062,3191,
    └─ Receivables over 6m,34,0,30,47,1358,0,71,68,100,346,409,,41
    └─ Receivables under 6m,959,1084,1127,1435,0,991,1396,2069,2475,2393,2725,,1043
    └─ Prov for Doubtful,-34,0,-30,-47,-44,-51,-87,-86,-87,-74,-72,,-41
  └─ Cash Equivalents,595,594,337,599,563,750,2146,1081,846,922,898,1044,
  └─ Loans n Advances,39,119,108,117,128,180,155,146,193,218,208,381,
  └─ Other asset items,528,1144,1012,911,1363,1019,1181,917,983,938,1036,1545,
Total Assets,8600,11594,15233,20058,20151,23205,25816,27041,27281,26875,27227,29240,
