Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,25,39,395,395,395,395,431,436
Reserves,834,2308,2298,2752,3303,4055,5941,7105
Borrowing,8195,9643,10374,10675,12153,13960,16322,18744
Other Liabilities,426,376,563,554,766,683,529,1114
  └─ Trade Payables,16,29,39,51,80,109,126,124
  └─ Advance from Customers,4,5,6,3,3,2,1,
  └─ Other liability items,406,342,518,500,683,573,402,991
Total Liabilities,9480,12366,13630,14376,16618,19093,23224,27399
Fixed Assets,42,44,53,55,63,80,92,138
  └─ Land,0.27,0.27,0.27,0.27,0.27,0.27,0.27,
  └─ Building,0.13,41.30,0.13,26.73,41.23,44.87,57.94,
  └─ Equipments,7.08,7.55,7.46,8.60,9.73,10.58,11.76,
  └─ Computers,9.63,10.73,12.11,16.07,19.57,25.68,30.11,
  └─ Furniture n fittings,14.41,11.59,13.00,15.96,18.46,21.70,23.60,
  └─ Vehicles,0.33,0.28,0.28,0.26,0.25,0.25,0.00,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.56
  └─ Other fixed assets,18.69,2.08,44.31,10.23,10.24,8.75,7.72,
  └─ Gross Block,50.54,73.80,77.56,78.12,99.75,112.10,131.40,
  └─ Accumulated Depreciation,8.87,29.53,24.43,23.05,36.43,32.28,39.53,
CWIP,0,0,0,0,0,0,0,0
Investments,150,24,497,338,459,462,513,637
Other Assets,9289,12298,13080,13982,16095,18551,22618,26624
  └─ Trade receivables,4,4,3,5,8,20,25,0
  └─ Cash Equivalents,1054,3142,2171,1710,1918,1273,1723,1215
  └─ Loans n Advances,13,30,38,29,15,22,20,24840
  └─ Other asset items,8218,9122,10868,12238,14154,17236,20850,570
Total Assets,9480,12366,13630,14376,16618,19093,23224,27399
