Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,26,26,26,26,26,26,26,26,26,26,26,26,
Reserves,1824,2121,2308,2664,3157,3494,3556,3909,3938,4152,4337,4496,
Borrowings,836,806,594,312,211,252,262,10,16,102,620,1317,
  └─ Long term Borrowings,512,258,184,205,75,9,108,0,0,0,0,0,
  └─ Short term Borrowings,188,213,212,53,6,160,143,0,0,77,575,1175,
  └─ Lease Liabilities,0,0,0,0,0,0,12,10,16,25,45,141,
  └─ Other Borrowings,137,335,198,54,130,83,0,0,0,0,0,,
Other Liabilities,1198,1413,1550,1721,1989,1778,2008,2004,2300,2773,3239,3854,
  └─ Non controlling int,2,3,3,3,3,3,4,4,5,5,6,6,
  └─ Trade Payables,343,418,460,522,590,545,629,638,717,948,1150,1799,
  └─ Advance from Customers,20,12,21,19,7,27,2,2,2,2,2,,
  └─ Other liability items,833,981,1067,1177,1389,1203,1372,1360,1576,1817,2081,2049,
Total Liabilities,3885,4366,4479,4723,5384,5551,5852,5949,6280,7053,8223,9693,
Fixed Assets,1836,1822,1750,1730,1777,1926,1949,1913,1851,1776,1749,2050,
  └─ Land,314.64,313.89,313.89,315.83,376.72,368.66,368.66,370.49,375.80,375.80,376.51,,
  └─ Building,505.70,554.62,571.16,613.82,622.41,711.44,784.33,827.93,855.78,871.25,899.10,,
  └─ Plant Machinery,2081.83,2214.33,2360.47,2519.68,2693.13,2978.15,3151.62,3259.58,3377.00,3438.97,3536.52,,
  └─ Equipments,39.33,44.31,46.85,49.97,52.96,67.02,71.50,75.12,82.71,93.63,101.79,,
  └─ Computers,13.53,13.95,15.78,16.46,18.23,22.10,19.37,19.69,21.11,24.33,28.07,,
  └─ Furniture n fittings,87.80,121.49,159.89,169.12,194.45,234.62,247.17,255.88,261.85,284.62,344.70,,
  └─ Vehicles,10.13,10.46,10.69,10.68,10.56,11.26,11.01,7.50,7.69,8.61,9.88,,
  └─ Intangible Assets,196.61,199.31,201.66,201.66,136.06,157.60,122.54,160.57,160.57,161.67,162.25,11.79,
  └─ Other fixed assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,,
  └─ Gross Block,3249.57,3472.36,3680.39,3897.22,4104.52,4550.85,4776.20,4976.76,5142.51,5258.88,5459.71,,
  └─ Accumulated Depreciation,1413.75,1650.11,1930.03,2167.41,2327.38,2624.77,2826.74,3063.85,3291.48,3483.30,3710.77,,
CWIP,90,61,137,72,190,199,129,110,77,173,253,512,
Investments,0,0,0,0,0,0,6,8,8,8,8,8,
Other Assets,1959,2483,2591,2921,3417,3425,3768,3918,4344,5097,6213,7123,
  └─ Inventories,559,688,751,808,1032,1094,1137,936,1428,1369,1616,2150,
  └─ Trade receivables,964,1119,1295,1499,1511,1350,1395,1255,1407,2314,2861,2944,
    └─ Receivables over 6m,27,0,0,0,0,0,0,19,88,98,654,,18
    └─ Receivables under 6m,952,1162,1335,1568,1565,1437,1453,1308,1400,2309,2311,,957
    └─ Prov for Doubtful,-14,-43,-39,-69,-54,-87,-58,-73,-81,-93,-104,,-16
  └─ Cash Equivalents,13,14,24,24,46,79,469,910,395,214,443,572,
  └─ Loans n Advances,74,74,122,144,108,110,91,101,104,123,160,60,
  └─ Other asset items,348,588,398,446,719,793,676,717,1009,1077,1132,1398,
Total Assets,3885,4366,4479,4723,5384,5551,5852,5949,6280,7053,8223,9693,
