Metric,Mar 2025,Mar 2026
Equity Capital,,68
Reserves,,601
Borrowings,,335
  └─ Long term Borrowings,,33
  └─ Short term Borrowings,,302
Other Liabilities,,257
  └─ Trade Payables,,222
  └─ Other liability items,,35
Total Liabilities,,1262
Fixed Assets,,242
  └─ Intangible Assets,,0.32
CWIP,,82
Investments,,0
Other Assets,,937
  └─ Inventories,,289
  └─ Trade receivables,,175
  └─ Cash Equivalents,,269
  └─ Loans n Advances,,3
  └─ Other asset items,,200
Total Assets,,1262
