Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015
Equity Capital,32,11,11,11,11,11,11,11,11,11
Reserves,-134,28,32,30,28,30,32,33,31,3
Borrowings,390,41,29,35,36,35,35,7,0,0
  └─ Long term Borrowings,,,,,,0.01,0.03,0.09,0.07,0.25
  └─ Short term Borrowings,,,,,,35.13,34.68,7.19,0.00,0.00
  └─ Other Borrowings,389.70,40.85,28.96,34.52,35.89,0.04,0.02,0.02,0.02,0.07
Other Liabilities,370,97,128,134,138,217,245,78,146,157
  └─ Trade Payables,241,59,84,72,66,137,174,38,95,116
  └─ Advance from Customers,110,32,33,49,59,61,50,32,41,36
  └─ Other liability items,18,6,11,13,13,19,21,8,10,5
Total Liabilities,657,177,200,210,213,294,324,130,188,172
Fixed Assets,499,41,40,39,37,27,23,21,19,8
  └─ Land,0.99,0.76,0.76,0.69,0.85,0.86,0.86,0.86,0.86,0.86
  └─ Building,14.19,4.33,4.45,4.45,4.45,4.45,4.45,4.45,4.45,3.76
  └─ Plant Machinery,510.69,37.03,37.90,39.75,40.02,28.44,24.96,25.07,25.07,10.54
  └─ Equipments,124.63,1.21,1.37,1.47,1.66,1.77,1.90,1.73,1.75,0.73
  └─ Computers,0.00,0.40,0.40,0.40,0.55,0.65,0.69,0.69,0.70,0.41
  └─ Furniture n fittings,3.33,1.87,1.95,2.73,3.17,3.32,2.53,2.13,2.13,0.20
  └─ Vehicles,3.40,2.25,2.72,2.41,2.44,2.54,2.65,2.33,2.23,2.51
  └─ Other fixed assets,77.97,1.34,1.37,1.95,0.41,2.34,2.37,2.38,2.36,2.29
  └─ Gross Block,735.20,49.19,50.92,53.85,53.55,44.37,40.41,39.64,39.55,21.30
  └─ Accumulated Depreciation,236.35,8.43,11.35,14.52,16.18,17.43,17.03,18.18,20.10,12.88
CWIP,19,18,-0,0,2,-0,-0,-0,-0,-0
Investments,16,4,3,3,3,1,1,1,1,5
Other Assets,124,114,158,168,171,266,299,108,168,158
  └─ Inventories,11,14,15,29,49,120,97,38,99,82
  └─ Trade receivables,51,58,94,107,83,80,84,13,9,32
    └─ Receivables over 6m,39.04,19.25,16.83,51.42,48.73,52.12,12.46,8.13,11.07,8.07
    └─ Receivables under 6m,25.45,42.52,80.02,56.97,34.91,29.53,73.19,9.04,3.27,30.90
    └─ Prov for Doubtful,-13.39,-3.27,-2.93,-1.49,-0.76,-1.37,-1.84,-3.99,-5.09,-7.33
  └─ Cash Equivalents,30,18,33,12,19,34,28,16,7,6
  └─ Loans n Advances,-2,-2,-1,2,2,3,27,24,31,32
  └─ Other asset items,34,26,18,18,17,28,64,16,22,6
Total Assets,657,177,200,210,213,294,324,130,188,172
