Metric,Mar 2025,Mar 2026
Equity Capital,,22.08
Reserves,,-6.75
Borrowings,,0.00
Other Liabilities,,29.76
  └─ Other liability items,,29.76
Total Liabilities,,45.09
Fixed Assets,,0.15
CWIP,,0.00
Investments,,0.00
Other Assets,,44.94
  └─ Inventories,,9.14
  └─ Trade receivables,,17.84
  └─ Cash Equivalents,,1.03
  └─ Loans n Advances,,7.74
  └─ Other asset items,,9.19
Total Assets,,45.09
