Metric,Mar 2010,Mar 2011,Mar 2012
Equity Capital,5.05,5.05,5.05
Reserves,-2.16,-1.59,-0.77
Borrowing,2.57,3.99,7.66
Other Liabilities,0.68,2.88,1.54
  └─ Trade Payables,0.37,2.17,0.90
  └─ Advance from Customers,0.13,0.48,0.08
  └─ Other liability items,0.18,0.23,0.56
Total Liabilities,6.14,10.33,13.48
Fixed Assets,2.75,4.09,4.48
  └─ Land,0.21,0.21,0.21
  └─ Building,1.40,1.51,1.52
  └─ Plant Machinery,3.50,4.79,4.14
  └─ Equipments,0.01,0.03,0.03
  └─ Computers,0.05,0.06,0.06
  └─ Furniture n fittings,0.45,0.46,0.46
  └─ Vehicles,0.06,0.07,0.07
  └─ Other fixed assets,0.02,0.00,0.00
  └─ Gross Block,5.70,7.13,6.49
  └─ Accumulated Depreciation,2.95,3.04,2.01
CWIP,0.00,0.00,0.00
Investments,0.07,0.01,0.02
Other Assets,3.32,6.23,8.98
  └─ Inventories,0.97,2.76,4.89
  └─ Trade receivables,1.74,2.55,2.59
    └─ Receivables over 6m,0.57,0.79,0.43
    └─ Receivables under 6m,1.17,1.76,2.16
  └─ Cash Equivalents,0.29,0.30,0.33
  └─ Loans n Advances,0.01,0.04,0.03
  └─ Other asset items,0.31,0.58,1.14
Total Assets,6.14,10.33,13.48
