Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,77,77,77,77,77,77,77,77,77,77,77,77,
Reserves,2550,2848,3209,4203,4418,4729,5409,5972,5904,6597,6938,7288,
Borrowings,1302,1281,4255,4130,4049,4282,4146,4326,4462,3903,3489,3391,
  └─ Long term Borrowings,1102,790,4049,3830,3623,3669,3604,3791,3838,3185,2665,2517,
  └─ Short term Borrowings,141,143,21,65,25,84,442,417,511,584,698,758,
  └─ Lease Liabilities,0,0,0,0,0,0,100,118,113,134,125,115,
  └─ Other Borrowings,60,349,184,235,401,529,0,0,0,0,0,,
Other Liabilities,1066,1023,2157,2664,2787,3087,3268,3488,3646,3880,3858,3755,
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0,0,0,
  └─ Trade Payables,159,163,368,511,627,523,589,762,920,868,872,898,
  └─ Advance from Customers,61,65,121,106,83,94,155,136,133,147,126,,
  └─ Other liability items,845,795,1668,2047,2077,2471,2524,2589,2593,2865,2859,2857,
Total Liabilities,4995,5229,9698,11075,11332,12175,12901,13863,14089,14458,14361,14510,
Fixed Assets,1928,2033,6362,7368,7263,7326,7324,7577,9843,9790,9535,9558,
  └─ Land,102,85,1084,2149,2157,2170,2182,2351,2426,2602,2641,,
  └─ Building,240,181,598,617,639,670,700,768,1091,1110,1127,,
  └─ Plant Machinery,2726,1870,3998,4155,4341,4671,4916,5224,7284,7532,7742,,
  └─ Equipments,34,12,18,23,30,37,42,48,59,65,75,,
  └─ Furniture n fittings,14,6,9,10,11,12,14,15,21,22,23,,
  └─ Railway sidings,18,10,87,90,92,94,129,140,301,314,324,,
  └─ Vehicles,21,14,17,20,23,26,27,28,29,30,31,,
  └─ Intangible Assets,0,0,198,198,198,198,198,198,198,198,198,965,
  └─ Other fixed assets,6,4,757,841,846,863,901,983,1102,1141,1157,,
  └─ Gross Block,3162,2182,6766,8104,8337,8741,9109,9755,12511,13015,13318,,
  └─ Accumulated Depreciation,1234,149,404,736,1074,1416,1785,2178,2668,3225,3783,,
CWIP,123,63,805,762,914,1604,2105,2551,358,481,560,471,
Investments,1309,1690,564,672,877,836,752,1009,867,1287,1452,1646,
Other Assets,1636,1443,1966,2272,2277,2410,2720,2726,3021,2900,2814,2835,
  └─ Inventories,553,567,630,687,783,788,815,830,1078,986,997,1104,
  └─ Trade receivables,88,94,133,191,262,250,280,303,323,415,339,317,
    └─ Receivables over 6m,9,0,0,0,0,0,0,33,32,24,29,,10
    └─ Receivables under 6m,79,94,149,208,278,265,294,281,304,404,324,,65
    └─ Prov for Doubtful,0,0,-17,-17,-16,-15,-15,-12,-13,-13,-14,,0
  └─ Cash Equivalents,468,363,312,220,139,256,177,138,218,159,126,135,
  └─ Loans n Advances,64,62,165,265,215,180,230,207,208,216,198,328,
  └─ Other asset items,463,356,726,909,878,936,1218,1247,1193,1123,1153,951,
Total Assets,4995,5229,9698,11075,11332,12175,12901,13863,14089,14458,14361,14510,
