Metric,Mar 2021,Mar 2022,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,3,3,3,3
Reserves,180,193,104,123,137
Borrowings,35,29,31,37,68
  └─ Long term Borrowings,0,3,2,1,0
  └─ Short term Borrowings,34,25,29,36,68
  └─ Lease Liabilities,1,1,0,0,0
Other Liabilities,93,94,101,75,59
  └─ Non controlling int,9.21,9.51,0.00,0.00,0.00
  └─ Trade Payables,40.69,30.85,40.30,29.51,41.97
  └─ Advance from Customers,5.27,23.70,23.47,28.79,
  └─ Other liability items,37.48,29.57,36.99,16.55,17.33
Total Liabilities,310,318,238,238,268
Fixed Assets,70,70,8,38,45
  └─ Land,0.09,0.09,0.09,0.09,
  └─ Building,5.82,6.23,2.82,27.64,
  └─ Plant Machinery,2.63,2.75,4.55,9.88,
  └─ Equipments,2.56,2.62,0.73,0.76,
  └─ Computers,5.83,6.15,1.54,1.65,
  └─ Furniture n fittings,2.66,2.76,0.45,0.49,
  └─ Vehicles,4.98,6.09,2.74,2.56,
  └─ Intangible Assets,44.86,44.86,0.00,0.00,1.21
  └─ Other fixed assets,23.74,23.85,1.09,2.66,
  └─ Gross Block,93.17,95.40,14.01,45.73,
  └─ Accumulated Depreciation,23.26,25.42,5.79,7.31,
CWIP,0,0,6,0,0
Investments,10,50,56,77,58
Other Assets,230,198,168,123,164
  └─ Inventories,46,48,78,68,72
  └─ Trade receivables,72,40,34,25,61
  └─ Cash Equivalents,20,36,17,5,4
  └─ Loans n Advances,34,18,20,13,3
  └─ Other asset items,58,56,19,11,24
Total Assets,310,318,238,238,268
