Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,16,70,84,84,84,84,84,95,117,119,119,125,
Reserves,108,291,541,628,743,827,844,459,691,793,904,1134,
Borrowings,545,389,261,291,240,400,381,523,606,616,654,607,
  └─ Long term Borrowings,172,125,70,64,65,48,33,260,255,244,252,158,
  └─ Short term Borrowings,247,236,144,200,150,322,318,258,334,339,363,382,
  └─ Lease Liabilities,0,0,0,0,0,0,0,5,17,33,39,67,
  └─ Other Borrowings,125,28,47,27,26,30,30,0,0,0,0,,
Other Liabilities,255,241,401,378,375,379,373,318,253,358,355,415,
  └─ Trade Payables,193,168,312,303,297,294,304,226,153,249,256,267,
  └─ Advance from Customers,15,16,27,4,1,0,1,33,45,40,22,,
  └─ Other liability items,47,56,62,71,77,85,68,59,56,69,78,148,
Total Liabilities,924,991,1287,1382,1442,1690,1683,1395,1668,1887,2033,2281,
Fixed Assets,291,345,334,397,406,466,473,459,436,466,578,643,
  └─ Land,6.64,6.73,7.20,7.20,19.54,19.91,41.02,44.63,45.70,66.72,67.43,,
  └─ Building,86.07,88.26,72.48,86.35,88.97,93.27,99.19,99.82,100.34,121.20,209.44,,
  └─ Plant Machinery,308.26,394.92,294.12,387.59,427.37,479.26,505.58,518.77,533.32,592.43,639.83,,
  └─ Equipments,1.61,1.99,1.11,1.24,2.06,2.98,3.16,3.47,3.70,4.42,5.79,,
  └─ Computers,1.46,1.69,2.21,3.22,4.07,4.39,4.49,4.84,5.43,6.81,8.17,,
  └─ Furniture n fittings,1.45,1.87,2.31,2.53,4.05,4.20,4.24,4.70,4.86,6.09,8.38,,
  └─ Vehicles,3.31,3.69,2.42,2.44,2.78,5.56,6.13,7.35,8.30,8.54,9.13,,
  └─ Intangible Assets,0.08,0.08,0.03,0.02,0.49,1.35,1.35,1.35,1.35,1.35,1.35,6.76,
  └─ Other fixed assets,27.79,28.66,0.68,5.97,6.06,57.94,63.13,83.06,99.17,84.28,97.75,,
  └─ Gross Block,436.67,527.89,382.56,496.56,555.39,668.86,728.29,767.99,802.17,891.84,1047.27,,
  └─ Accumulated Depreciation,145.56,183.15,48.96,99.55,149.60,203.23,255.03,308.78,366.06,426.29,469.68,,
CWIP,28,28,21,20,29,7,3,10,45,69,19,37,
Investments,0,0,0,1,1,1,1,0,5,5,5,5,
Other Assets,604,618,933,964,1007,1217,1205,926,1182,1348,1431,1596,
  └─ Inventories,212,272,429,438,463,633,695,479,574,615,578,730,
  └─ Trade receivables,171,236,175,252,279,303,159,125,168,244,260,245,
    └─ Receivables over 6m,71,60,0,0,0,0,0,81,61,78,33,,46
    └─ Receivables under 6m,113,193,241,333,385,420,258,115,169,237,247,,128
    └─ Prov for Doubtful,-14,-17,-66,-82,-107,-116,-99,-71,-61,-71,-21,,-11
  └─ Cash Equivalents,5,8,101,50,12,28,19,84,15,28,25,18,
  └─ Loans n Advances,2,5,10,-1,-4,-3,-3,-15,8,298,303,51,
  └─ Other asset items,214,98,218,225,257,256,336,253,417,163,266,551,
Total Assets,924,991,1287,1382,1442,1690,1683,1395,1668,1887,2033,2281,
