Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.37,3,6,7,19,20,20
Reserves,1,2,9,25,127,489,743
Borrowings,4,17,28,71,184,271,509
  └─ Long term Borrowings,4,15,21,57,133,220,328
  └─ Short term Borrowings,0,2,7,14,51,50,180
  └─ Other Borrowings,0,0,0,0,0,0,
Other Liabilities,7,22,32,42,80,583,1291
  └─ Non controlling int,0,-0,0,0,2,8,8
  └─ Trade Payables,4,10,24,23,41,185,210
  └─ Advance from Customers,1,5,1,5,0,0,
  └─ Other liability items,2,7,8,13,37,389,1074
Total Liabilities,13,43,75,144,410,1363,2563
Fixed Assets,6,19,28,29,135,269,313
  └─ Land,0.00,0.20,0.00,0.00,0.00,0.00,
  └─ Building,0.00,0.00,0.00,0.00,0.00,0.69,
  └─ Plant Machinery,5.61,19.09,28.98,29.99,137.44,264.31,
  └─ Equipments,0.00,0.03,0.00,0.09,0.42,0.56,
  └─ Computers,0.05,0.07,0.12,0.09,0.21,0.62,
  └─ Furniture n fittings,0.01,0.01,0.10,0.03,0.04,0.46,
  └─ Vehicles,0.00,0.00,0.00,1.22,1.70,1.89,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,1.18
  └─ Other fixed assets,0.01,0.00,0.01,0.01,0.00,12.95,
  └─ Gross Block,5.68,19.40,29.21,31.43,139.81,281.48,
  └─ Accumulated Depreciation,0.10,0.41,1.29,2.38,4.47,12.95,
CWIP,0,0,0,46,52,50,146
Investments,0,0,3,6,11,11,16
Other Assets,7,24,45,63,212,1033,2087
  └─ Inventories,0,3,1,6,15,22,41
  └─ Trade receivables,4,14,25,37,79,394,671
    └─ Receivables over 6m,0,1,2,0,1,37,
    └─ Receivables under 6m,4,12,22,37,77,357,
  └─ Cash Equivalents,1,3,0,2,73,70,286
  └─ Loans n Advances,0,0,2,0,5,95,368
  └─ Other asset items,2,5,17,18,41,451,721
Total Assets,13,43,75,144,410,1363,2563
