Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Equity Capital,9.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95
Reserves,2.13,1.07,-1.48,-1.62,-2.20,-2.56,-2.21,-2.73,4.77,4.39
Borrowings,0.09,1.31,1.08,1.33,0.91,1.36,1.20,1.63,1.56,1.59
  └─ Long term Borrowings,0.06,0.11,0.05,0.00,0.00,0.00,0.00,0.22,0.13,0.05
  └─ Short term Borrowings,0.00,1.13,0.97,1.28,0.91,1.36,1.20,1.40,1.44,1.54
  └─ Other Borrowings,0.03,0.07,0.06,0.05,0.00,0.00,0.00,0.01,-0.01,0.00
Other Liabilities,0.50,0.23,0.26,0.34,0.18,0.41,0.96,0.70,0.18,0.17
  └─ Trade Payables,0.01,0.00,0.00,0.18,0.02,0.02,0.02,0.00,0.00,0.00
  └─ Advance from Customers,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00
  └─ Other liability items,0.49,0.23,0.26,0.16,0.16,0.39,0.74,0.70,0.18,0.17
Total Liabilities,12.67,12.56,9.81,10.00,8.84,9.16,9.90,9.55,16.46,16.10
Fixed Assets,3.62,3.54,3.31,3.08,3.01,2.95,2.91,2.87,2.84,2.82
  └─ Land,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67
  └─ Building,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
  └─ Plant Machinery,0.24,0.24,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
  └─ Computers,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.27
  └─ Furniture n fittings,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
  └─ Vehicles,0.47,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
  └─ Other fixed assets,0.32,0.31,0.32,0.32,0.01,0.01,0.01,0.01,0.00,0.01
  └─ Gross Block,5.10,5.06,5.12,5.12,4.81,4.81,4.81,4.81,4.81,4.82
  └─ Accumulated Depreciation,1.48,1.52,1.81,2.04,1.80,1.86,1.90,1.93,1.96,1.99
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,5.42,4.60,2.82,3.50,3.54,3.65,4.41,4.35,12.00,11.86
Other Assets,3.63,4.42,3.68,3.42,2.29,2.56,2.58,2.33,1.62,1.42
  └─ Inventories,1.06,1.31,0.98,0.64,0.55,0.55,0.55,0.55,0.55,0.53
  └─ Trade receivables,0.42,0.57,0.46,0.63,0.44,0.50,0.01,0.71,0.01,0.01
    └─ Receivables over 6m,0.43,0.57,0.46,0.00,0.00,0.00,0.00,0.71,0.71,0.01
    └─ Receivables under 6m,0.00,0.00,0.00,0.63,0.44,0.50,0.01,0.00,0.00,0.00
    └─ Prov for Doubtful,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.70,0.00
  └─ Cash Equivalents,0.05,0.32,0.02,0.02,0.03,0.02,0.03,0.03,0.01,0.03
  └─ Loans n Advances,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.12
  └─ Other asset items,2.10,2.22,2.22,2.13,1.27,1.49,1.99,1.04,0.94,0.73
Total Assets,12.67,12.56,9.81,10.00,8.84,9.16,9.90,9.55,16.46,16.10
