Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,13,13,13,13,13,13,18,23,23,24
Reserves,18,19,21,23,27,31,62,148,164,198
Borrowings,4,2,5,5,7,10,1,6,10,79
  └─ Long term Borrowings,0.09,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.41
  └─ Short term Borrowings,3.75,2.12,4.54,4.98,7.36,10.12,1.05,5.72,10.22,35.95
Other Liabilities,14,16,13,16,12,14,51,54,59,47
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,0.00,6.17,6.08,7.90,10.32
  └─ Trade Payables,9.46,12.17,8.16,8.14,5.94,7.74,7.07,15.19,13.16,20.30
  └─ Advance from Customers,0.02,0.06,0.42,1.84,0.37,0.16,11.60,8.32,5.99,
  └─ Other liability items,4.94,3.99,4.80,6.31,5.52,6.20,26.08,24.29,32.09,16.18
Total Liabilities,49,50,52,57,59,68,132,230,256,349
Fixed Assets,16,16,16,15,14,14,74,56,60,61
  └─ Land,8.42,8.42,8.42,8.42,8.42,8.42,11.48,11.00,11.81,
  └─ Building,1.70,2.03,2.03,2.03,2.03,2.03,16.54,12.03,13.46,
  └─ Plant Machinery,13.77,14.29,15.18,15.45,15.51,15.64,42.92,33.95,37.05,
  └─ Furniture n fittings,2.75,2.84,2.99,3.01,3.03,3.09,3.80,3.78,4.18,
  └─ Vehicles,1.36,1.36,1.36,1.36,1.36,1.44,1.79,2.95,3.05,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.94
  └─ Other fixed assets,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,14.98,11.80,12.50,
  └─ Gross Block,27.99,28.93,29.97,30.26,30.34,30.61,91.51,75.51,82.05,
  └─ Accumulated Depreciation,12.49,13.35,14.33,15.33,16.22,16.92,17.78,19.87,22.50,
CWIP,0,0,0,0,0,0,0,2,5,13
Investments,7,7,7,7,7,7,0,0,0,0
Other Assets,26,28,29,35,38,48,59,172,191,275
  └─ Inventories,3,2,5,7,5,8,16,25,36,54
  └─ Trade receivables,10,10,10,6,9,11,9,18,14,44
    └─ Receivables over 6m,1.05,0.00,0.00,0.00,0.00,1.50,1.02,1.90,2.83,
    └─ Receivables under 6m,9.25,10.46,10.40,6.28,8.95,9.81,8.39,15.91,11.34,
  └─ Cash Equivalents,1,1,3,1,1,8,15,61,56,52
  └─ Loans n Advances,2,3,3,3,4,3,5,6,18,118
  └─ Other asset items,11,11,8,17,19,17,14,62,67,6
Total Assets,49,50,52,57,59,68,132,230,256,349
