Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,6.62,10.59,10.59,31.78,31.78,31.78,31.78
Reserves,,13.07,10.49,12.51,19.31,20.80,21.13,21.72
Borrowings,,9.96,10.05,12.70,12.38,14.17,11.33,5.79
  └─ Long term Borrowings,,0.44,0.34,0.18,0.31,0.74,0.14,0.09
  └─ Short term Borrowings,,9.52,9.72,12.52,12.06,13.43,11.19,5.70
  └─ Other Borrowings,,0.00,-0.01,0.00,0.01,0.00,0.00,
Other Liabilities,,1.77,4.46,9.20,9.11,12.12,14.60,2.58
  └─ Non controlling int,,0.00,0.12,0.02,-0.07,-0.14,0.00,0.00
  └─ Trade Payables,,0.93,3.03,6.01,7.91,7.71,9.21,1.04
  └─ Advance from Customers,,0.00,0.00,1.66,0.00,3.51,4.29,
  └─ Other liability items,,0.84,1.31,1.51,1.27,1.04,1.10,1.54
Total Liabilities,,31.42,35.59,45.00,72.58,78.87,78.84,61.87
Fixed Assets,,0.87,0.69,0.58,0.71,2.35,2.19,0.93
  └─ Building,,1.08,0.44,0.66,0.66,2.54,2.54,
  └─ Plant Machinery,,0.03,0.01,0.02,0.02,0.02,0.02,
  └─ Equipments,,0.11,0.04,0.48,0.53,0.54,0.54,
  └─ Vehicles,,0.72,0.38,0.79,1.04,1.00,1.00,
  └─ Gross Block,,1.94,0.87,1.95,2.25,4.10,4.10,
  └─ Accumulated Depreciation,,1.07,0.17,1.37,1.55,1.75,1.91,
CWIP,,0.00,1.18,1.80,1.97,2.00,0.00,0.00
Investments,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Other Assets,,30.55,33.72,42.62,69.90,74.52,76.65,60.94
  └─ Inventories,,3.05,3.18,3.22,11.53,7.71,7.67,2.48
  └─ Trade receivables,,17.20,23.40,32.31,44.08,34.06,29.40,12.99
  └─ Cash Equivalents,,3.37,0.10,2.23,10.22,2.97,1.01,0.04
  └─ Loans n Advances,,4.13,2.87,1.59,0.26,11.09,23.31,44.15
  └─ Other asset items,,2.80,4.17,3.27,3.81,18.69,15.26,1.28
Total Assets,,31.42,35.59,45.00,72.58,78.87,78.84,61.87
