Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,18,25,25,25,25,25
Reserves,118,131,140,230,257,289,326,360
Borrowings,60,11,23,16,79,110,51,34
  └─ Long term Borrowings,0.08,0.23,0.24,0.14,0.02,0.00,0.00,1.22
  └─ Short term Borrowings,60.19,11.15,22.28,16.13,79.29,110.21,50.99,32.91
  └─ Other Borrowings,0.00,-0.01,-0.01,0.00,0.00,0.00,0.00,
Other Liabilities,15,5,12,22,19,30,39,15
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.03
  └─ Trade Payables,7.20,1.09,5.34,10.63,1.47,8.63,2.22,0.89
  └─ Other liability items,8.04,3.55,6.45,10.99,17.54,21.14,36.98,13.86
Total Liabilities,195,148,192,293,381,454,442,434
Fixed Assets,41,39,35,31,32,29,27,29
  └─ Land,0.27,0.93,0.62,0.62,0.62,0.62,0.62,
  └─ Building,10.38,11.36,11.38,11.38,11.54,11.54,11.60,
  └─ Plant Machinery,79.76,79.86,80.04,80.12,84.61,84.63,86.06,
  └─ Equipments,0.87,0.91,0.95,0.95,1.00,1.00,1.11,
  └─ Computers,0.26,0.31,0.33,0.33,0.36,0.36,0.36,
  └─ Furniture n fittings,1.22,1.23,1.26,1.26,1.38,1.45,1.55,
  └─ Vehicles,5.24,5.52,5.47,5.72,5.94,5.95,5.70,
  └─ Other fixed assets,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00,
  └─ Gross Block,97.99,100.12,100.04,100.38,105.45,105.55,107.00,
  └─ Accumulated Depreciation,57.38,61.38,65.39,69.44,73.17,76.76,79.77,
CWIP,0,0,0,0,0,0,8,20
Investments,3,2,2,22,20,21,26,23
Other Assets,152,107,155,240,329,403,380,361
  └─ Inventories,44,80,73,172,154,229,245,231
  └─ Trade receivables,71,4,35,13,119,107,52,57
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,0.18,8.50,8.50,
    └─ Receivables under 6m,70.90,3.80,35.14,12.94,118.34,98.62,43.30,
  └─ Cash Equivalents,22,5,10,34,18,33,9,5
  └─ Loans n Advances,3,3,28,4,1,4,56,50
  └─ Other asset items,11,16,10,17,37,30,17,17
Total Assets,195,148,192,293,381,454,442,434
