Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,6,6,69,73,73,73,74,74,73,72,72,71,
Reserves,391,443,522,955,1177,1315,1757,1998,2260,2341,2336,2475,
Borrowings,444,446,700,557,975,1214,1473,1451,1647,1658,1645,1789,
  └─ Long term Borrowings,,179,406,376,614,630,742,607,803,230,857,897,
  └─ Short term Borrowings,,221,280,160,336,542,614,721,719,1279,645,538,
  └─ Lease Liabilities,,0,0,0,0,0,117,122,125,149,144,354,
  └─ Other Borrowings,444,46,14,21,25,42,0,0,-0,0,0,,
Other Liabilities,623,580,720,1186,1964,1998,1689,1537,1689,1866,2028,3297,
  └─ Non controlling int,76,3,0,1,0,0,2,3,0,0,0,0,
  └─ Trade Payables,43,33,39,81,66,54,66,58,64,85,82,109,
  └─ Advance from Customers,2,3,2,0,0,0,0,0,0,0,0,,
  └─ Other liability items,501,541,678,1104,1898,1943,1620,1476,1625,1782,1946,3189,
Total Liabilities,1463,1475,2010,2772,4189,4600,4992,5059,5670,5938,6081,7632,
Fixed Assets,329,308,400,717,1575,1659,1560,1602,1627,1605,1294,2046,
  └─ Land,6,6,0,0,0,0,0,0,0,0,0,,
  └─ Building,9,22,8,15,27,142,174,201,243,313,358,,
  └─ Plant Machinery,27,47,25,32,57,82,91,128,172,234,264,,
  └─ Equipments,37,48,29,35,43,51,44,49,53,66,73,,
  └─ Computers,0,0,7,8,14,24,30,36,43,49,54,,
  └─ Furniture n fittings,61,72,40,49,56,60,67,71,75,78,87,,
  └─ Vehicles,62,70,29,50,72,88,109,129,145,164,171,,
  └─ Intangible Assets,198,170,268,551,1311,1314,1506,1535,1501,1491,1470,1312,
  └─ Other fixed assets,51,54,25,54,121,135,172,196,233,248,275,,
  └─ Gross Block,451,489,430,793,1701,1896,2192,2345,2464,2643,2751,,
  └─ Accumulated Depreciation,123,181,30,76,127,237,632,744,837,1038,1457,,
CWIP,7,0,4,5,9,13,17,23,41,35,36,3,
Investments,10,12,97,92,121,93,94,96,98,116,148,186,
Other Assets,1117,1155,1509,1957,2485,2835,3322,3338,3903,4182,4604,5398,
  └─ Inventories,7,1,3,14,25,34,31,34,31,31,28,47,
  └─ Trade receivables,312,288,421,624,953,1175,1243,1391,1678,1886,1864,2361,
    └─ Receivables over 6m,34,28,0,0,0,0,0,0,259,308,326,,22
    └─ Receivables under 6m,284,275,423,628,986,1205,1298,1463,1516,1691,1671,,234
    └─ Prov for Doubtful,-6,-16,-2,-3,-33,-30,-55,-71,-97,-113,-132,,-3
  └─ Cash Equivalents,374,349,429,543,543,614,1088,738,751,741,1173,1040,
  └─ Loans n Advances,102,140,34,35,28,31,54,51,67,80,74,78,
  └─ Other asset items,322,377,622,741,936,981,906,1123,1376,1444,1465,1871,
Total Assets,1463,1475,2010,2772,4189,4600,4992,5059,5670,5938,6081,7632,
