Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,183,183,183,183,183,183,183,183,183,183,183,183,
Reserves,1794,1848,1936,2014,1558,1456,1222,1062,715,298,-388,-1084,
Borrowings,1346,1328,1503,1802,1856,1672,1530,1128,1107,796,796,1466,
  └─ Long term Borrowings,456,663,753,1056,1154,923,869,517,762,498,499,1267,
  └─ Short term Borrowings,221,241,165,170,160,155,527,491,260,231,244,158,
  └─ Lease Liabilities,0,0,0,0,0,182,134,120,85,67,52,41,
  └─ Preference Capital,250,0,0,46,54,63,73,85,100,116,136,0,
  └─ Other Borrowings,419,425,584,530,489,350,-73,-85,-100,-116,-136,,
Other Liabilities,3585,4353,4704,4129,7163,7239,8108,9545,11555,12546,14300,15958,
  └─ Non controlling int,9,12,15,16,16,17,17,15,12,8,9,9,
  └─ Trade Payables,859,940,1025,1123,1387,1222,1076,1003,1194,1138,1330,1393,
  └─ Advance from Customers,2158,2269,2347,2189,4837,4933,5740,7127,8845,9536,11312,,
  └─ Other liability items,559,1133,1317,801,923,1066,1274,1399,1504,1864,1650,14556,
Total Liabilities,6908,7712,8326,8128,10760,10549,11042,11918,13560,13822,14891,16522,
Fixed Assets,118,600,604,604,599,747,671,627,582,565,606,170,
  └─ Land,0,482,482,482,479,469,461,451,445,436,432,,
  └─ Building,7,4,4,4,4,4,4,4,6,6,4,,
  └─ Plant Machinery,42,24,35,39,39,36,31,30,36,26,31,,
  └─ Equipments,6,2,3,4,5,6,7,7,8,8,10,,
  └─ Computers,7,2,2,3,3,4,4,6,10,11,13,,
  └─ Furniture n fittings,17,8,11,12,13,15,15,15,17,17,20,,
  └─ Vehicles,36,17,17,20,23,25,24,29,46,46,55,,
  └─ Intangible Assets,73,73,73,73,73,73,58,58,49,48,79,76,
  └─ Other fixed assets,6,2,2,2,2,168,177,82,50,89,77,,
  └─ Gross Block,194,613,630,640,642,799,781,683,667,687,722,,
  └─ Accumulated Depreciation,76,14,26,36,44,52,110,56,85,122,116,,
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,
Investments,20,22,12,12,12,12,12,13,14,29,21,18,
Other Assets,6769,7091,7710,7512,10149,9789,10359,11278,12964,13228,14264,16334,
  └─ Inventories,4471,4515,4872,5120,8411,8235,8593,9267,10430,10509,11011,12316,
  └─ Trade receivables,770,790,1048,794,352,342,388,384,385,358,310,263,
    └─ Receivables over 6m,40,0,0,0,0,0,0,113,106,81,93,,57
    └─ Receivables under 6m,731,791,1049,794,353,343,389,272,280,279,220,,809
    └─ Prov for Doubtful,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-3,,-1
  └─ Cash Equivalents,241,261,223,263,243,203,275,301,493,540,744,909,
  └─ Loans n Advances,482,7,172,165,88,4,9,15,-33,-18,-18,149,
  └─ Other asset items,805,1518,1395,1170,1055,1005,1094,1310,1689,1839,2217,2697,
Total Assets,6908,7712,8326,8128,10760,10549,11042,11918,13560,13822,14891,16522,
