Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3399,3404,4782,4810,5676,6218,6618,7070,7322,8602
Reserves,11278,11870,13418,10594,12224,14864,19229,25204,30834,38514
Deposits,40098,48039,70354,65079,88536,105540,144470,200570,252010,294312
Borrowing,50262,57287,69983,57397,45786,52963,57212,50936,38984,36633
Other Liabilities,7027,5781,8563,11279,10849,10561,12353,12430,14759,21714
  └─ Trade Payables,110,165,132,383,916,1109,1194,1015,1399,0
  └─ Other liability items,6917,5617,8430,10896,9934,9452,11158,11415,13360,21714
Total Liabilities,112064,126382,167099,149159,163072,190146,239882,296210,343909,399775
Fixed Assets,933,797,940,999,1370,1448,2054,2720,2802,2626
  └─ Building,300.57,300.68,4260.75,4612.82,287.32,287.32,287.32,33.25,29.37,
  └─ Other fixed assets,915.80,917.99,0.00,0.00,5007.80,5412.62,3811.26,5257.63,6059.85,
  └─ Gross Block,1216.37,1218.67,4260.75,4612.82,5295.12,5699.94,4098.58,5290.88,6089.22,
  └─ Accumulated Depreciation,283.75,421.80,3320.82,3614.05,3924.80,4252.33,2044.42,2571.18,3287.02,
CWIP,6,3,34,74,65,79,219,95,74,0
Investments,50164,60904,58245,45174,45182,45935,60913,74500,80505,85646
Other Assets,60962,64677,107880,102911,116454,142684,176696,218895,260528,311503
  └─ Cash Equivalents,2959,2948,3918,2877,4168,10672,9908,10059,13261,11311
  └─ Loans n Advances,659,1009,916,1064,533,432,440,576,543,280391
  └─ Other asset items,57344,60720,103046,98970,111753,131580,166347,208260,246723,19801
Total Assets,112064,126382,167099,149159,163072,190146,239882,296210,343909,399775
