Metric,Mar 2026
Equity Capital,15.29
Reserves,64.97
Borrowings,1.35
  └─ Short term Borrowings,1.35
Other Liabilities,7.80
  └─ Trade Payables,4.01
  └─ Other liability items,3.79
Total Liabilities,89.41
Fixed Assets,5.69
  └─ Intangible Assets,4.73
CWIP,0.00
Investments,0.50
Other Assets,83.22
  └─ Inventories,21.88
  └─ Trade receivables,12.46
  └─ Cash Equivalents,36.65
  └─ Loans n Advances,11.71
  └─ Other asset items,0.52
Total Assets,89.41
