Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,40,55,55,55
Reserves,3,21,22,276,329,388
Borrowings,5,26,22,11,18,10
  └─ Long term Borrowings,0.69,0.50,1.04,1.11,3.07,1.37
  └─ Short term Borrowings,2.57,23.74,16.39,6.36,6.29,2.04
  └─ Lease Liabilities,1.80,2.07,4.42,3.85,8.81,7.03
  └─ Other Borrowings,0.00,0.01,0.00,0.00,-0.01,
Other Liabilities,23,36,37,53,66,96
  └─ Non controlling int,0,0,10,9,13,12
  └─ Trade Payables,19,27,14,26,43,72
  └─ Advance from Customers,0,0,0,0,0,
  └─ Other liability items,3,8,14,18,10,12
Total Liabilities,32,84,121,395,468,549
Fixed Assets,6,7,34,40,81,109
  └─ Land,0.00,0.00,13.99,19.63,27.15,
  └─ Building,2.64,2.89,7.00,8.17,16.91,
  └─ Plant Machinery,2.71,3.80,13.93,14.75,18.67,
  └─ Equipments,0.09,0.11,0.29,0.38,0.31,
  └─ Computers,0.09,0.12,0.21,0.28,0.54,
  └─ Vehicles,1.19,1.21,2.26,2.98,4.21,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,1.81,0.00
  └─ Other fixed assets,0.00,-0.01,0.01,0.00,21.54,
  └─ Gross Block,6.72,8.12,37.69,46.19,91.14,
  └─ Accumulated Depreciation,1.15,1.47,3.29,5.85,9.77,
CWIP,0,0,3,8,44,45
Investments,0,0,0,0,21,48
Other Assets,27,78,84,347,322,347
  └─ Inventories,6,15,27,21,48,67
  └─ Trade receivables,17,49,31,50,79,124
  └─ Cash Equivalents,1,4,15,256,152,95
  └─ Loans n Advances,2,7,2,6,10,22
  └─ Other asset items,1,2,8,14,33,38
Total Assets,32,84,121,395,468,549
