Metric,Mar 2025,Mar 2026
Equity Capital,16.98,18.32
Reserves,19.60,23.87
Borrowings,1.49,15.13
  └─ Long term Borrowings,1.49,15.13
Other Liabilities,0.35,1.73
  └─ Trade Payables,0.13,1.32
  └─ Other liability items,0.22,0.41
Total Liabilities,38.42,59.05
Fixed Assets,6.19,18.16
  └─ Intangible Assets,0.14,2.28
CWIP,0.00,8.39
Investments,2.93,1.75
Other Assets,29.30,30.75
  └─ Inventories,2.66,13.44
  └─ Trade receivables,6.48,8.47
  └─ Cash Equivalents,7.90,0.30
  └─ Loans n Advances,12.18,6.28
  └─ Other asset items,0.08,2.26
Total Assets,38.42,59.05
