Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,67.15,67.15,67.15,67.15,67.15,67.15,67.15,67.15,67.15,67.15
Reserves,112.97,113.92,114.55,113.98,115.39,117.02,118.93,121.32,123.66,126.22
Borrowings,10.82,11.93,15.88,14.97,15.40,16.43,14.24,14.65,10.86,10.05
  └─ Long term Borrowings,7.19,7.71,9.24,10.72,9.68,9.31,6.91,7.58,6.12,6.89
  └─ Short term Borrowings,3.60,4.22,6.64,4.25,5.72,7.12,7.33,7.07,4.74,3.16
  └─ Other Borrowings,0.03,0.00,0.00,14.97,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,12.74,10.63,6.71,7.59,7.68,15.61,18.51,8.49,16.27,19.38
  └─ Trade Payables,10.98,10.37,6.53,7.41,7.44,14.85,16.46,6.86,14.38,17.23
  └─ Advance from Customers,0.64,0.01,0.03,0.01,0.02,0.01,0.17,0.24,0.02,
  └─ Other liability items,1.12,0.25,0.15,0.17,0.22,0.75,1.88,1.39,1.87,2.15
Total Liabilities,203.68,203.63,204.29,203.69,205.62,216.21,218.83,211.61,217.94,222.80
Fixed Assets,179.60,179.53,179.49,179.43,179.38,183.91,183.71,183.47,183.46,183.19
  └─ Land,26.89,26.89,26.89,26.91,26.91,26.91,26.91,26.91,26.91,
  └─ Building,152.27,152.27,152.27,152.27,152.27,157.06,157.06,157.06,157.06,
  └─ Plant Machinery,0.18,0.18,0.21,0.21,0.21,0.21,0.21,0.21,0.21,
  └─ Equipments,0.05,0.07,0.08,0.08,0.08,0.09,0.09,0.09,0.09,
  └─ Computers,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,
  └─ Furniture n fittings,0.35,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,
  └─ Vehicles,0.57,0.57,0.57,0.57,0.57,0.58,0.65,0.65,0.91,
  └─ Intangible Assets,0.07,0.07,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.05
  └─ Other fixed assets,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.06,
  └─ Gross Block,180.45,180.52,180.59,180.62,180.63,185.44,185.51,185.52,185.78,
  └─ Accumulated Depreciation,0.85,0.99,1.10,1.19,1.25,1.53,1.79,2.04,2.33,
CWIP,3.49,4.99,10.84,12.12,12.19,7.64,7.78,7.78,7.78,7.78
Investments,0.00,1.22,2.21,1.85,3.17,3.59,3.18,1.47,0.00,0.00
Other Assets,20.59,17.89,11.75,10.29,10.88,21.07,24.16,18.89,26.70,31.83
  └─ Inventories,2.12,1.75,2.36,1.87,1.87,2.18,2.20,2.60,2.62,2.17
  └─ Trade receivables,14.68,13.57,7.73,6.98,7.35,17.05,18.86,8.38,15.55,18.22
  └─ Cash Equivalents,2.77,1.45,0.47,0.42,0.19,0.51,0.42,0.69,0.37,0.17
  └─ Loans n Advances,0.09,0.23,0.23,0.25,1.06,0.42,0.43,0.50,0.58,10.64
  └─ Other asset items,0.93,0.89,0.96,0.77,0.41,0.91,2.25,6.72,7.58,0.63
Total Assets,203.68,203.63,204.29,203.69,205.62,216.21,218.83,211.61,217.94,222.80
