Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,20,22,22,24,24,23,23,23,23,25,54,54,
Reserves,464,572,302,386,474,521,314,374,475,905,1450,1684,
Borrowings,209,195,110,73,115,154,124,61,88,81,31,61,
  └─ Long term Borrowings,53.83,32.12,32.94,19.68,56.15,55.53,49.57,32.16,29.00,4.15,4.44,1.48,
  └─ Short term Borrowings,123.99,119.27,49.64,33.05,35.27,40.39,64.18,25.13,45.64,65.04,13.01,49.88,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,24.65,10.33,4.06,13.67,12.06,13.06,9.32,
  └─ Other Borrowings,31.18,43.29,27.14,20.46,23.22,33.67,0.00,0.00,0.00,0.00,0.00,,
Other Liabilities,132,136,267,331,305,279,154,189,263,386,414,536,
  └─ Non controlling int,1,1,95,121,44,88,3,7,17,16,5,7,
  └─ Trade Payables,61,50,54,67,141,78,54,73,120,146,167,123,
  └─ Advance from Customers,2,5,9,14,5,7,1,9,1,2,6,,
  └─ Other liability items,69,79,109,129,114,106,96,100,124,222,237,407,
Total Liabilities,825,925,701,814,917,976,615,647,849,1398,1948,2335,
Fixed Assets,201,225,370,310,296,317,143,144,213,449,732,892,
  └─ Building,11,12,30,29,32,64,56,37,47,52,100,,
  └─ Plant Machinery,10,32,44,43,34,28,27,33,62,67,69,,
  └─ Equipments,4,4,4,4,5,5,6,4,5,6,24,,
  └─ Computers,358,355,414,412,412,181,77,140,160,173,228,,
  └─ Furniture n fittings,6,5,5,5,7,7,7,7,7,9,12,,
  └─ Vehicles,2,2,2,3,3,3,3,3,3,2,2,,
  └─ Intangible Assets,202,212,254,223,236,213,66,68,86,316,497,748,
  └─ Other fixed assets,0,0,0,0,0,0,-0,-0,-0,0,0,,
  └─ Gross Block,592,623,753,719,728,501,243,292,370,626,931,,
  └─ Accumulated Depreciation,391,398,383,410,432,184,100,148,157,177,200,,
CWIP,105,106,23,28,97,134,13,14,6,23,20,0,
Investments,4,6,3,3,18,42,36,40,36,0,0,0,
Other Assets,515,588,305,474,507,484,423,448,594,926,1196,1443,
  └─ Inventories,7,7,9,16,29,27,26,21,28,33,33,33,
  └─ Trade receivables,183,182,126,128,190,133,103,130,199,291,306,377,
    └─ Receivables over 6m,27,36,0,0,0,0,10,26,55,69,71,,26
    └─ Receivables under 6m,169,155,130,130,193,133,96,107,146,223,235,,174
    └─ Prov for Doubtful,-13,-9,-4,-2,-3,0,-3,-3,-1,-1,-1,,-7
  └─ Cash Equivalents,25,32,37,135,47,32,39,58,43,269,362,205,
  └─ Loans n Advances,114,135,22,19,27,24,47,103,65,101,142,88,
  └─ Other asset items,186,233,111,177,214,267,208,136,259,232,354,741,
Total Assets,825,925,701,814,917,976,615,647,849,1398,1948,2335,
