Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,50,53,53,106,106,106,106,106,106,106,108,108,
Reserves,1157,1530,2001,2487,2496,2531,2558,22,18,56,94,105,
Borrowings,416,320,144,0,0,0,0,27,58,12,5,4,
  └─ Long term Borrowings,37.41,12.50,0.00,0.00,0.00,0.00,0.00,0.00,12.43,7.60,0.00,0.00,
  └─ Short term Borrowings,315.57,282.75,144.02,0.00,0.00,0.00,0.00,27.27,45.34,4.45,0.00,0.00,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.59,3.81,
  └─ Other Borrowings,63.06,24.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,
Other Liabilities,414,189,71,400,116,182,212,178,116,126,102,94,
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0,9,10,
  └─ Trade Payables,213,114,30,340,34,69,34,28,18,19,18,17,
  └─ Advance from Customers,3,2,2,28,20,39,62,17,2,1,3,,
  └─ Other liability items,198,73,38,32,62,73,116,134,96,105,72,67,
Total Liabilities,2037,2092,2268,2993,2718,2819,2876,333,298,300,309,312,
Fixed Assets,273,132,29,90,143,149,156,139,127,114,110,117,
  └─ Land,0.00,0.00,0.00,31.50,31.85,31.85,31.85,31.85,31.85,0.00,0.00,,
  └─ Building,10.37,10.25,14.22,30.26,33.27,28.22,28.42,19.89,17.12,6.13,6.31,,
  └─ Plant Machinery,9.99,13.42,17.02,28.85,82.84,106.28,128.79,124.15,130.32,133.15,138.55,,
  └─ Equipments,14.90,15.22,1.66,4.96,5.49,4.97,4.98,4.02,4.25,4.15,9.32,,
  └─ Computers,942.91,966.55,19.74,22.91,26.65,18.96,19.15,19.27,19.61,19.37,21.93,,
  └─ Furniture n fittings,54.52,54.51,3.84,6.02,6.16,5.66,5.72,5.72,5.43,4.99,5.53,,
  └─ Vehicles,0.53,0.58,1.47,1.47,1.47,1.47,1.47,1.93,1.93,0.56,0.56,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.56,
  └─ Other fixed assets,6.16,0.12,0.12,0.11,0.05,0.06,0.00,0.00,0.00,42.57,52.80,,
  └─ Gross Block,1039.38,1060.65,58.07,126.08,187.78,197.47,220.38,206.83,210.51,210.92,235.00,,
  └─ Accumulated Depreciation,766.54,928.43,29.36,36.31,44.93,48.10,64.74,68.30,83.42,96.98,124.66,,
CWIP,10,0,0,3,13,5,5,6,8,10,17,9,
Investments,2,2,2,29,4,3,1,2,3,7,4,52,
Other Assets,1753,1959,2238,2871,2558,2662,2714,186,160,169,177,134,
  └─ Inventories,169,507,499,17,4,8,5,4,2,1,18,16,
  └─ Trade receivables,1199,850,824,1308,1320,1369,1120,42,40,44,27,20,
    └─ Receivables over 6m,124.66,0.00,0.00,0.00,0.00,0.00,0.00,39.07,35.16,35.01,7.05,,25.96
    └─ Receivables under 6m,1074.67,857.77,840.97,1312.60,1323.70,1372.82,1124.50,11.22,5.13,8.87,22.42,,742.34
    └─ Prov for Doubtful,0.00,-7.90,-16.61,-4.71,-4.08,-3.98,-4.19,-8.14,-0.22,0.00,-2.46,,0.00
  └─ Cash Equivalents,38,167,603,1474,1144,179,21,57,36,49,82,57,
  └─ Loans n Advances,4,380,289,5,21,376,812,42,28,29,8,15,
  └─ Other asset items,341,54,22,66,69,730,755,41,54,47,42,26,
Total Assets,2037,2092,2268,2993,2718,2819,2876,333,298,300,309,312,
