Metric,Mar 2006,Mar 2007,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015
Equity Capital,21,21,21,21,21,21,21
Reserves,91,112,157,181,192,182,180
Borrowings,173,256,265,211,229,290,320
  └─ Long term Borrowings,,,131,109,122,183,219
  └─ Short term Borrowings,,,91,55,57,61,48
  └─ Other Borrowings,173,256,43,47,50,46,53
Other Liabilities,116,125,202,228,183,214,216
  └─ Non controlling int,1,1,0,0,0,0,0
  └─ Trade Payables,52,55,145,164,120,142,154
  └─ Advance from Customers,0,0,1,0,4,1,1
  └─ Other liability items,63,69,56,63,58,70,61
Total Liabilities,402,515,646,640,625,707,738
Fixed Assets,200,259,301,328,335,416,454
  └─ Land,23,28,27,40,41,51,61
  └─ Building,53,82,119,121,131,160,182
  └─ Plant Machinery,149,182,258,287,297,360,402
  └─ Equipments,23,31,5,43,49,56,59
  └─ Computers,3,4,7,8,8,8,8
  └─ Furniture n fittings,22,24,32,33,33,33,33
  └─ Vehicles,6,7,10,9,12,12,10
  └─ Other fixed assets,4,4,41,7,9,10,10
  └─ Gross Block,283,363,498,548,579,689,766
  └─ Accumulated Depreciation,84,105,197,220,244,273,311
CWIP,32,24,1,9,18,21,1
Investments,0,1,0,0,0,0,0
Other Assets,170,232,344,303,272,270,283
  └─ Inventories,21,35,51,44,40,46,46
  └─ Trade receivables,54,66,132,122,83,99,128
  └─ Cash Equivalents,52,82,51,46,57,25,27
  └─ Loans n Advances,0,0,49,46,48,46,41
  └─ Other asset items,43,49,61,45,43,54,42
Total Assets,402,515,646,640,625,707,738
