Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,98,103,81,81,81,81,81,81,81,81,81,81,
Reserves,311,357,381,402,412,46,22,22,-6,-41,-70,-94,
Borrowings,142,109,150,270,310,269,245,210,183,102,99,102,
  └─ Long term Borrowings,74,37,33,99,138,115,22,11,0,0,0,0,
  └─ Short term Borrowings,47,46,82,139,131,116,197,173,159,85,80,84,
  └─ Lease Liabilities,0,0,0,0,0,0,26,26,25,17,19,19,
  └─ Other Borrowings,22,26,34,32,41,38,0,0,0,-0,0,,
Other Liabilities,98,104,146,187,200,200,165,164,118,189,171,205,
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0,0,0,
  └─ Trade Payables,61,73,104,114,118,95,91,86,52,62,43,58,
  └─ Advance from Customers,1,1,8,11,18,2,7,8,4,6,0,,
  └─ Other liability items,37,30,34,62,64,103,66,69,62,121,128,147,
Total Liabilities,649,673,758,941,1003,597,513,477,376,331,282,294,
Fixed Assets,123,108,119,248,244,260,238,215,191,122,111,101,
  └─ Land,1.25,1.25,1.25,7.30,7.30,7.30,7.30,7.28,7.28,25.62,25.62,,
  └─ Building,16.17,16.23,23.37,60.12,64.24,93.53,93.98,95.07,98.47,63.09,62.82,,
  └─ Plant Machinery,180.03,182.80,205.60,288.33,307.07,316.81,318.26,317.20,227.79,148.92,147.77,,
  └─ Equipments,10.26,13.46,12.59,16.61,17.46,17.66,17.56,17.59,12.89,10.44,10.46,,
  └─ Computers,2.67,2.73,2.81,3.10,3.18,3.20,3.26,3.54,37.85,37.57,37.73,,
  └─ Furniture n fittings,4.88,2.04,5.14,9.49,10.27,10.42,10.46,10.66,8.68,5.26,5.26,,
  └─ Vehicles,0.79,0.79,0.87,0.87,0.87,1.54,1.54,0.87,0.87,0.76,0.11,,
  └─ Intangible Assets,0.00,0.00,0.06,0.00,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.14,
  └─ Other fixed assets,56.79,58.91,59.24,60.78,61.94,62.05,62.19,62.36,6.98,6.89,6.91,,
  └─ Gross Block,272.84,278.21,310.93,446.60,472.33,512.51,514.61,514.63,400.87,298.55,296.68,,
  └─ Accumulated Depreciation,149.89,170.45,192.17,198.64,228.44,252.56,276.66,299.66,209.88,177.02,185.98,,
CWIP,147,151,170,165,240,94,92,92,92,0,0,0,
Investments,0,0,0,0,0,0,0,0,0,0,0,0,
Other Assets,380,414,469,528,519,243,183,170,94,210,171,193,
  └─ Inventories,29,25,49,57,123,67,49,42,24,22,16,17,
  └─ Trade receivables,150,166,189,246,192,100,77,79,39,24,21,33,
    └─ Receivables over 6m,40.62,47.79,0.00,0.00,0.00,0.00,0.00,30.22,9.99,9.00,3.35,,42.29
    └─ Receivables under 6m,108.90,117.89,189.05,246.51,193.02,128.16,103.39,48.29,29.90,18.84,19.66,,0.00
    └─ Prov for Doubtful,0.00,0.00,0.00,-0.88,-0.86,-28.61,-26.25,0.00,-1.04,-3.59,-1.65,,0.00
  └─ Cash Equivalents,4,3,10,25,17,22,21,19,7,21,20,24,
  └─ Loans n Advances,17,24,5,7,9,-143,-148,-149,4,6,-3,10,
  └─ Other asset items,179,197,216,193,178,198,184,180,20,136,117,110,
Total Assets,649,673,758,941,1003,597,513,477,376,331,282,294,
